pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785439104.986,13028,-36.9,-38.88,-60.0,33.0,-52.69,-12.56,140.4,165.0,3.0,7.4,55.96,55.96,-115.96,2.553,2.976,2.976,0.0,190.1,60.0,2.976,0.0,37.0,-38.88,-1.2,-0.45,-10.91,60.0,55.96,131.85,1,1,273,291,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439104.986,13088,-37.6,-38.92,-33.0,40.0,-43.49,-4.15,145.8,165.0,3.0,5.8,51.33,51.33,-84.33,2.651,2.894,2.894,0.0,278.3,60.0,2.894,0.0,35.6,-38.92,-0.66,-0.19,-3.3,33.0,51.33,119.78,1,1,277,287,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.055,13148,-37.4,-37.4,-10.0,42.0,-38.0,-0.55,149.9,165.0,3.0,4.6,47.65,47.65,-57.65,2.725,2.638,2.638,0.0,318.2,60.0,2.638,0.0,35.6,-37.4,-0.2,-0.05,-0.3,10.0,47.65,111.98,1,1,280,276,0,1,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439105.116,13208,-36.4,-36.4,7.0,47.0,-34.29,1.92,148.5,165.0,-3.0,95.0,44.71,44.71,-37.71,2.701,2.146,2.146,0.0,304.3,25.3,2.146,0.0,35.6,-36.4,0.17,1.21,0.54,13.31,44.71,106.36,1,1,279,257,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439105.186,13268,-35.0,-35.0,18.0,53.0,-30.31,4.26,140.4,165.0,-3.0,92.6,41.13,41.13,-23.13,2.553,1.503,1.503,0.0,261.2,25.6,1.503,0.0,35.6,-35.0,0.39,2.16,1.72,23.8,41.13,100.0,1,1,273,232,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439105.246,13329,-32.2,-29.84,40.0,59.0,-17.9,10.86,125.6,165.0,-3.0,88.0,26.92,26.92,13.08,2.283,-0.905,-0.905,0.0,290.0,60.0,-0.905,0.0,35.6,-29.84,0.83,3.92,6.11,44.9,26.92,76.85,1,1,262,151,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.314,13389,-24.1,-21.09,86.0,35.0,14.87,32.7,91.2,165.0,-3.0,77.6,22.79,-22.79,108.79,1.658,-2.966,-2.966,0.0,441.4,60.0,-2.966,0.0,35.6,-21.09,1.74,6.9,24.05,89.09,22.79,70.05,1,1,238,88,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.401,13449,-18.3,-14.3,100.0,40.0,29.62,39.94,53.1,165.0,-3.0,66.1,40.47,-40.47,140.47,0.966,-2.993,-2.993,0.0,383.5,60.0,-2.993,0.0,35.6,-14.3,2.01,6.71,31.22,101.49,40.47,98.86,1,1,213,87,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.402,13509,-12.0,-7.05,110.0,45.0,42.65,45.19,16.3,165.0,-3.0,55.0,50.81,-50.81,160.81,0.297,-2.997,-2.997,0.0,321.0,60.0,-2.997,0.0,35.6,-7.05,2.2,6.06,36.92,110.37,50.81,118.63,1,1,190,87,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.465,13569,-4.9,0.93,119.0,49.0,56.63,50.64,-16.9,165.0,-3.0,44.9,57.46,-57.46,176.46,-0.307,-2.999,-2.999,0.0,260.4,60.0,-2.999,0.0,35.6,0.93,2.38,5.34,42.92,119.0,57.46,136.69,1,1,170,87,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439105.535,13630,1.4,7.55,114.0,54.0,58.04,45.9,-42.5,165.0,-3.0,37.1,57.94,-57.94,171.94,-0.773,-2.998,-2.998,0.0,149.9,60.0,-2.998,0.0,35.6,7.55,2.28,4.23,39.39,114.0,57.94,138.38,1,1,155,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439105.594,13690,8.3,15.2,119.0,58.0,68.85,48.77,-68.7,165.0,-3.0,29.2,60.76,-60.76,179.76,-1.248,-2.999,-2.999,0.0,126.5,60.0,-2.999,0.0,35.6,15.2,2.38,3.47,42.92,119.0,60.76,150.72,1,1,140,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439105.664,13750,17.4,21.5,114.0,36.0,70.25,44.32,-88.3,165.0,-3.0,23.2,61.03,-61.03,175.03,-1.606,-2.999,-2.999,0.0,61.5,60.0,-2.999,0.0,35.6,21.5,2.28,2.65,39.39,114.0,61.03,152.24,1,1,129,87,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439105.724,13810,21.9,25.91,98.0,41.0,62.07,32.87,-104.4,165.0,-3.0,18.4,59.15,-59.15,157.15,-1.899,-2.997,-2.997,0.0,-48.4,60.0,-2.997,0.0,35.6,25.91,1.96,1.8,29.11,98.0,59.15,143.1,1,1,120,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439105.791,13870,24.6,28.24,76.0,48.0,50.38,20.13,-117.2,165.0,-3.0,14.5,54.96,-54.96,130.96,-2.132,-2.988,-2.988,0.0,-148.3,60.0,-2.988,0.0,35.6,28.24,1.52,1.1,17.51,76.0,54.96,128.93,1,1,113,88,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439105.882,13931,28.6,32.65,75.0,54.0,54.02,19.43,-126.4,165.0,-3.0,11.7,56.49,-56.49,131.49,-2.298,-2.989,-2.989,0.0,-107.1,60.0,-2.989,0.0,35.6,32.65,1.5,0.88,17.05,75.0,56.49,133.5,1,1,108,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439105.882,13991,31.2,32.76,46.0,34.0,41.28,7.74,-135.5,165.0,-3.0,8.9,49.94,-49.94,95.94,-2.464,-2.938,-2.938,0.0,-226.9,60.0,-2.938,0.0,35.6,32.76,0.92,0.41,6.41,46.0,49.94,116.7,1,1,103,89,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439105.952,14051,31.6,32.46,22.0,39.0,34.72,2.05,-142.9,165.0,-3.0,6.7,45.07,-45.07,67.07,-2.598,-2.764,-2.764,0.0,-288.7,60.0,-2.764,0.0,37.0,32.46,0.44,0.15,1.47,22.0,45.07,107.03,1,1,99,94,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.011,14111,31.3,31.3,5.0,44.0,31.53,0.21,-142.9,165.0,-3.0,6.7,42.28,-42.28,47.28,-2.598,-2.429,-2.429,0.0,-285.3,26.6,-2.429,0.0,37.0,31.3,0.1,0.03,0.08,5.0,42.28,102.0,1,1,99,104,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439106.082,14171,30.5,30.5,-7.0,47.0,28.5,-1.81,-141.0,165.0,3.0,92.7,39.35,-39.35,32.35,-2.564,-1.941,-1.941,0.0,-260.1,26.9,-1.941,0.0,37.0,30.5,-0.17,-1.15,-0.5,12.83,39.35,96.98,1,1,100,119,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439106.142,14232,29.1,29.1,-19.0,54.0,24.24,-4.42,-135.5,165.0,3.0,91.1,34.75,-34.75,15.75,-2.464,-1.075,-1.075,0.0,-240.9,27.3,-1.075,0.0,37.0,29.1,-0.41,-2.19,-1.82,24.49,34.75,89.43,1,1,103,145,0,0,0,0,0,1,0,0,0,0,2,1,0,9,0,0,0
1785439106.209,14292,26.5,24.53,-34.0,58.0,15.36,-8.34,-113.6,165.0,3.0,84.4,23.47,-23.47,-10.53,-2.065,0.737,0.737,0.0,-239.1,60.0,0.737,0.0,37.0,24.53,-0.7,-3.2,-4.43,38.23,23.47,71.19,1,1,115,205,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439106.300,14352,19.8,17.6,-63.0,35.0,-3.38,-19.07,-77.6,165.0,3.0,73.5,5.39,5.39,-68.39,-1.411,2.778,2.778,0.0,-306.0,60.0,2.778,0.0,37.0,17.6,-1.28,-4.81,-12.99,65.46,5.39,33.39,1,1,135,282,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439106.300,14412,14.5,11.3,-80.0,40.0,-17.77,-26.43,-37.3,165.0,3.0,61.3,26.75,26.75,-106.75,-0.678,2.963,2.963,0.0,-304.0,60.0,2.963,0.0,37.0,11.3,-1.61,-4.96,-19.86,80.96,26.75,76.58,1,1,158,290,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439106.360,14472,8.6,4.23,-95.0,46.0,-33.12,-33.96,1.6,165.0,3.0,49.5,43.71,43.71,-138.71,0.03,2.992,2.992,0.0,-293.2,60.0,2.992,0.0,37.0,4.23,-1.9,-4.7,-27.35,95.0,43.71,104.53,1,1,181,292,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439106.430,14533,2.4,-3.06,-105.0,52.0,-46.7,-39.68,34.3,165.0,3.0,39.6,53.14,53.14,-158.14,0.623,2.997,2.997,0.0,-250.2,60.0,2.997,0.0,37.0,-3.06,-2.1,-4.16,-33.42,105.0,53.14,124.13,1,1,201,292,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439106.500,14593,-3.7,-9.69,-107.0,56.0,-53.7,-40.01,67.2,165.0,3.0,29.7,56.37,56.37,-163.37,1.221,2.997,2.997,0.0,-183.5,60.0,2.997,0.0,37.0,-9.69,-2.14,-3.17,-34.7,107.0,56.37,133.11,1,1,222,292,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439106.560,14653,-14.2,-18.19,-121.0,33.0,-72.76,-49.61,88.2,165.0,3.0,23.3,61.48,61.48,-182.48,1.604,2.999,2.999,0.0,-197.4,60.0,2.999,0.0,37.0,-18.19,-2.42,-2.82,-44.37,121.0,61.48,154.94,1,1,236,292,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.628,14713,-20.0,-24.52,-116.0,39.0,-74.28,-45.24,104.3,165.0,3.0,18.4,61.73,61.73,-177.73,1.895,2.999,2.999,0.0,-111.7,60.0,2.999,0.0,37.0,-24.52,-2.32,-2.14,-40.78,116.0,61.73,156.55,1,1,247,292,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.690,14773,-24.9,-29.53,-103.0,45.0,-68.76,-35.66,118.6,165.0,3.0,14.1,60.74,60.74,-163.74,2.156,2.998,2.998,0.0,-14.6,60.0,2.998,0.0,37.0,-29.53,-2.06,-1.45,-32.15,103.0,60.74,150.62,1,1,257,292,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.779,14835,-29.8,-34.63,-93.0,52.0,-66.69,-29.15,126.9,165.0,3.0,11.5,60.3,60.3,-153.3,2.307,2.996,2.996,0.0,41.9,60.0,2.996,0.0,37.0,-34.63,-1.86,-1.07,-26.21,93.0,60.3,148.34,1,1,263,292,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.779,14895,-33.1,-37.33,-73.0,58.0,-57.37,-18.21,137.7,165.0,3.0,8.3,57.72,57.72,-130.72,2.504,2.988,2.988,0.0,127.7,60.0,2.988,0.0,37.0,-37.33,-1.46,-0.6,-16.15,73.0,57.72,137.58,1,1,271,291,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.849,14955,-35.9,-37.36,-43.0,34.0,-44.76,-6.73,144.5,165.0,3.0,6.2,52.08,52.08,-95.08,2.627,2.936,2.936,0.0,241.1,60.0,2.936,0.0,37.0,-37.36,-0.86,-0.27,-5.6,43.0,52.08,121.53,1,1,276,289,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.907,15015,-36.3,-37.1,-21.0,38.0,-39.14,-1.85,149.9,165.0,3.0,4.6,48.47,48.47,-69.47,2.725,2.788,2.788,0.0,287.4,60.0,2.788,0.0,37.0,-37.1,-0.42,-0.1,-1.34,21.0,48.47,113.63,1,1,280,283,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439106.978,15075,-35.6,-35.6,-1.0,44.0,-35.63,-0.03,149.9,165.0,3.0,4.6,45.82,45.82,-46.82,2.725,2.417,2.417,0.0,300.8,25.5,2.417,0.0,36.0,-35.6,-0.02,-0.0,-0.0,1.0,45.82,108.42,1,1,280,267,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439107.038,15135,-33.9,-33.9,18.0,47.0,-29.11,4.35,144.5,165.0,-3.0,93.8,39.96,39.96,-21.96,2.627,1.44,1.44,0.0,305.4,25.9,1.492,0.0,36.0,-33.9,0.39,2.21,1.75,24.05,39.96,98.01,1,1,276,232,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,0,0
1785439107.104,15195,-30.0,-27.5,50.0,50.0,-11.04,14.96,125.6,165.0,-3.0,88.0,17.25,17.25,32.75,2.283,-1.958,-1.958,0.0,377.2,60.0,-1.477,0.0,36.0,-27.5,1.03,4.8,9.13,54.9,17.25,60.36,1,1,262,133,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439107.196,15255,-25.4,-21.59,72.0,53.0,5.37,24.51,94.2,165.0,-3.0,78.6,8.55,-8.55,80.55,1.713,-2.873,-2.873,0.0,370.2,60.0,-2.873,0.0,36.0,-21.59,1.46,5.9,17.15,75.23,8.55,42.1,1,1,240,91,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439107.196,15315,-19.7,-14.31,93.0,58.0,24.65,35.42,57.9,165.0,-3.0,67.5,35.22,-35.22,128.22,1.052,-2.987,-2.987,0.0,359.7,60.0,-2.987,0.0,36.0,-14.31,1.87,6.39,27.16,94.66,35.22,90.19,1,1,216,88,0,1,0,0,1,1,1,0,0,0,3,1,0,9,0,0,0
1785439107.266,15375,-9.4,-5.46,116.0,34.0,49.57,50.03,21.2,165.0,-3.0,56.4,54.58,-54.58,170.58,0.386,-2.998,-2.998,0.0,365.5,60.0,-2.998,0.0,36.0,-5.46,2.32,6.57,41.13,116.49,54.58,127.89,1,1,193,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439107.326,15436,-3.4,1.0,113.0,39.0,51.96,46.32,-8.5,165.0,-3.0,47.4,55.65,-55.65,168.65,-0.154,-2.998,-2.998,0.0,236.9,60.0,-2.998,0.0,36.0,1.0,2.26,5.36,38.7,113.0,55.65,130.93,1,1,175,87,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439107.396,15496,2.9,7.8,114.0,43.0,58.29,45.9,-42.5,165.0,-3.0,37.1,58.02,-58.02,172.02,-0.773,-2.998,-2.998,0.0,171.2,60.0,-2.998,0.0,36.0,7.8,2.28,4.23,39.39,114.0,58.02,138.68,1,1,155,87,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439107.455,15556,9.8,15.34,118.0,47.0,68.29,48.13,-65.2,165.0,-3.0,30.3,60.64,-60.64,178.64,-1.185,-2.999,-2.999,0.0,132.0,60.0,-2.999,0.0,36.0,15.34,2.36,3.57,42.2,118.0,60.64,150.1,1,1,142,87,0,1,0,0,1,1,1,0,0,0,1,1,0,9,0,0,0
1785439107.525,15616,15.4,20.85,107.0,51.0,64.24,39.44,-84.8,165.0,-3.0,24.3,59.72,-59.72,166.72,-1.541,-2.998,-2.998,0.0,33.0,60.0,-2.998,0.0,36.0,20.85,2.14,2.6,34.7,107.0,59.72,145.58,1,1,131,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439107.614,15676,20.7,26.35,101.0,56.0,64.74,34.9,-100.9,165.0,-3.0,19.4,59.85,-59.85,160.85,-1.834,-2.997,-2.997,0.0,-8.5,60.0,-2.997,0.0,36.0,26.35,2.02,1.96,30.92,101.0,59.85,146.15,1,1,122,87,0,1,0,0,1,1,1,0,0,0,2,1,0,9,0,0,0
1785439107.614,15737,24.9,30.48,90.0,62.0,61.0,27.75,-113.6,165.0,-3.0,15.6,58.85,-58.85,148.85,-2.065,-2.995,-2.995,0.0,-58.0,60.0,-2.995,0.0,36.0,30.48,1.8,1.4,24.55,90.0,58.85,141.87,1,1,115,87,0,1,0,0,1,1,1,0,1,1,1,1,0,10,0,0,0
1785439107.675,15797,29.3,32.13,69.0,41.0,50.4,16.62,-126.4,165.0,-3.0,11.7,54.97,-54.97,123.97,-2.298,-2.984,-2.984,0.0,-153.0,60.0,-2.984,0.0,36.0,32.13,1.38,0.81,14.43,69.0,54.97,128.96,1,1,108,88,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439107.743,15857,31.2,33.35,49.0,44.0,42.95,8.72,-133.7,165.0,-3.0,9.5,51.0,-51.0,100.0,-2.431,-2.949,-2.949,0.0,-212.3,60.0,-2.949,0.0,36.0,33.35,0.98,0.46,7.28,49.0,51.0,119.04,1,1,104,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439107.812,15917,31.8,33.05,26.0,48.0,36.06,2.74,-142.9,165.0,-3.0,6.7,46.17,-46.17,72.17,-2.598,-2.813,-2.813,0.0,-265.5,60.0,-2.813,0.0,36.0,33.05,0.52,0.17,2.05,26.0,46.17,109.08,1,1,99,93,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439107.872,15977,31.7,31.7,8.0,53.0,32.14,0.4,-144.8,165.0,-3.0,6.1,42.84,-42.84,50.84,-2.632,-2.51,-2.51,0.0,-270.9,60.0,-2.51,0.0,36.0,31.7,0.16,0.05,0.19,8.0,42.84,102.98,1,1,98,102,0,1,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439107.940,16037,30.9,30.9,-6.0,57.0,29.11,-1.63,-141.0,165.0,3.0,92.7,39.96,-39.96,33.96,-2.564,-2.006,-2.006,0.0,-254.5,26.7,-2.006,0.0,36.0,30.9,-0.15,-1.05,-0.42,11.83,39.96,98.0,1,1,100,117,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439108.029,16097,28.8,28.07,-22.0,33.0,22.47,-5.1,-130.0,165.0,3.0,89.4,32.68,-32.68,10.68,-2.365,-0.747,-0.747,0.0,-259.6,27.6,-0.8,0.0,35.7,28.07,-0.47,-2.4,-2.24,27.16,32.68,86.1,1,1,106,154,0,0,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439108.029,16157,24.6,22.9,-50.0,34.0,6.96,-14.49,-113.6,165.0,3.0,84.4,11.03,-11.03,-38.97,-2.065,2.189,2.189,0.0,-341.0,60.0,0.827,0.0,35.7,22.9,-1.02,-4.56,-8.91,54.23,11.03,47.93,1,1,115,208,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439108.090,16217,20.3,17.74,-64.0,40.0,-3.86,-19.64,-79.4,165.0,3.0,74.1,6.15,6.15,-70.15,-1.443,2.795,2.795,0.0,-311.0,60.0,2.795,0.0,35.7,17.74,-1.3,-4.92,-13.42,66.54,6.15,35.68,1,1,134,283,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439108.161,16277,13.7,9.88,-91.0,42.0,-26.7,-33.26,-40.8,165.0,3.0,62.4,37.48,37.48,-128.48,-0.742,2.987,2.987,0.0,-362.8,60.0,2.987,0.0,35.7,9.88,-1.83,-5.74,-25.69,92.07,37.48,93.86,1,1,156,291,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439108.221,16338,8.3,3.98,-94.0,46.0,-32.95,-33.57,-5.1,165.0,3.0,51.5,43.56,43.56,-137.56,-0.092,2.991,2.991,0.0,-265.6,60.0,2.991,0.0,35.7,3.98,-1.88,-4.85,-26.84,94.11,43.56,104.26,1,1,177,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439108.291,16398,0.8,-4.94,-115.0,50.0,-56.52,-46.88,35.8,165.0,3.0,39.1,57.42,57.42,-172.42,0.651,2.998,2.998,0.0,-299.5,60.0,2.998,0.0,35.7,-4.94,-2.3,-4.5,-40.08,115.0,57.42,136.56,1,1,202,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.350,16458,-6.1,-12.4,-119.0,53.0,-66.23,-48.94,64.1,165.0,3.0,30.6,60.2,60.2,-179.2,1.166,2.999,2.999,0.0,-224.6,60.0,2.999,0.0,35.7,-12.4,-2.38,-3.64,-42.92,119.0,60.2,147.83,1,1,220,292,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439108.418,16518,-12.7,-19.59,-121.0,57.0,-74.22,-49.67,86.7,165.0,3.0,23.7,61.72,61.72,-182.72,1.576,2.999,2.999,0.0,-168.4,60.0,2.999,0.0,35.7,-19.59,-2.42,-2.87,-44.37,121.0,61.72,156.49,1,1,235,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.510,16578,-22.1,-26.12,-115.0,35.0,-75.07,-44.5,104.3,165.0,3.0,18.4,61.85,61.85,-176.85,1.895,2.999,2.999,0.0,-83.4,60.0,2.999,0.0,35.7,-26.12,-2.3,-2.12,-40.08,115.0,61.85,157.38,1,1,247,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.510,16640,-27.6,-31.84,-106.0,40.0,-73.37,-37.76,115.7,165.0,3.0,14.9,61.58,61.58,-167.58,2.103,2.998,2.998,0.0,-11.9,60.0,2.998,0.0,35.7,-31.84,-2.12,-1.58,-34.05,106.0,61.58,155.59,1,1,255,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.569,16700,-32.1,-36.19,-93.0,44.0,-68.17,-29.07,129.6,165.0,3.0,10.7,60.62,60.62,-153.62,2.356,2.996,2.996,0.0,53.9,60.0,2.996,0.0,35.7,-36.19,-1.86,-1.0,-26.21,93.0,60.62,149.97,1,1,265,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.639,16760,-36.4,-40.16,-80.0,47.0,-63.98,-21.66,137.7,165.0,3.0,8.3,59.66,59.66,-139.66,2.504,2.992,2.992,0.0,112.2,60.0,2.992,0.0,35.7,-40.16,-1.6,-0.66,-19.4,80.0,59.66,145.29,1,1,271,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.698,16820,-38.3,-40.85,-51.0,50.0,-50.99,-9.22,144.5,165.0,3.0,6.2,55.23,55.23,-106.23,2.627,2.962,2.962,0.0,229.4,60.0,2.962,0.0,35.7,-40.85,-1.02,-0.32,-7.88,51.0,55.23,129.71,1,1,276,290,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.769,16880,-40.2,-42.55,-42.0,56.0,-49.57,-6.38,149.9,165.0,3.0,4.6,54.58,54.58,-96.58,2.725,2.94,2.94,0.0,200.7,60.0,2.94,0.0,35.7,-42.55,-0.84,-0.19,-5.35,42.0,54.58,127.88,1,1,280,289,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.829,16941,-40.5,-40.94,-12.0,37.0,-41.74,-0.73,151.1,165.0,3.0,4.2,50.24,50.24,-62.24,2.748,2.705,2.705,0.0,296.9,60.0,2.705,0.0,35.7,-40.94,-0.24,-0.05,-0.44,12.0,50.24,117.36,1,1,281,279,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.896,17001,-38.6,-38.6,16.0,43.0,-34.22,3.98,151.1,165.0,-3.0,95.8,44.66,44.66,-28.66,2.748,1.779,1.779,0.0,357.6,24.8,1.838,0.0,35.7,-38.6,0.35,2.1,1.53,22.48,44.66,106.25,1,1,281,245,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439108.987,17061,-35.8,-34.03,37.0,48.0,-22.82,10.19,139.1,165.0,-3.0,92.1,33.1,33.1,3.9,2.528,-0.278,-0.278,0.0,349.6,60.0,-0.278,0.0,36.0,-34.03,0.77,3.89,5.53,42.71,33.1,86.76,1,1,272,171,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439108.987,17121,-31.2,-27.65,67.0,53.0,-2.77,22.62,111.4,165.0,-3.0,83.8,4.42,4.42,62.58,2.025,-2.71,-2.71,0.0,404.9,60.0,-2.554,0.0,36.0,-27.65,1.36,5.93,15.33,71.11,4.42,30.22,1,1,252,100,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439109.059,17181,-25.8,-21.49,83.0,52.0,11.61,30.09,77.7,165.0,-3.0,73.5,18.09,-18.09,101.09,1.412,-2.952,-2.952,0.0,368.4,60.0,-2.952,0.0,36.0,-21.49,1.68,6.28,22.14,85.47,18.09,61.9,1,1,229,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439109.118,17243,-19.2,-13.49,102.0,56.0,31.42,40.83,43.7,165.0,-3.0,63.2,42.18,-42.18,144.18,0.794,-2.994,-2.994,0.0,343.1,60.0,-2.994,0.0,36.0,-13.49,2.05,6.52,32.26,103.16,42.18,101.81,1,1,207,87,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439109.188,17303,-11.5,-4.25,123.0,59.0,55.76,54.55,1.6,165.0,-3.0,50.5,57.15,-57.15,180.15,0.03,-2.999,-2.999,0.0,338.6,60.0,-2.999,0.0,36.0,-4.25,2.46,6.21,45.88,123.03,57.15,135.63,1,1,181,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.247,17363,-2.2,1.7,115.0,34.0,53.48,47.07,-30.4,165.0,-3.0,40.8,56.28,-56.28,171.28,-0.553,-2.998,-2.998,0.0,192.5,60.0,-2.998,0.0,36.0,1.7,2.3,4.69,40.08,115.0,56.28,132.84,1,1,162,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439109.315,17423,4.5,9.06,117.0,39.0,61.57,47.74,-54.7,165.0,-3.0,33.4,59.02,-59.02,176.02,-0.995,-2.999,-2.999,0.0,141.2,60.0,-2.999,0.0,36.0,9.06,2.34,3.91,41.49,117.0,59.02,142.53,1,1,148,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439109.408,17483,11.0,15.91,117.0,42.0,67.6,46.99,-75.8,165.0,-3.0,27.0,60.5,-60.5,177.5,-1.378,-2.999,-2.999,0.0,100.9,60.0,-2.999,0.0,36.0,15.91,2.34,3.16,41.49,117.0,60.5,149.34,1,1,136,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.408,17545,16.4,21.8,108.0,50.0,65.69,39.9,-91.9,165.0,-3.0,22.1,60.07,-60.07,168.07,-1.671,-2.998,-2.998,0.0,21.6,60.0,-2.998,0.0,36.0,21.8,2.16,2.39,35.35,108.0,60.07,147.22,1,1,127,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.467,17605,21.2,26.08,94.0,52.0,59.34,30.23,-109.9,165.0,-3.0,16.7,58.35,-58.35,152.35,-1.998,-2.996,-2.996,0.0,-54.2,60.0,-2.996,0.0,36.0,26.08,1.88,1.57,26.78,94.0,58.35,139.92,1,1,117,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.537,17665,24.2,28.21,73.0,55.0,48.66,18.59,-120.9,165.0,-3.0,13.4,54.14,-54.14,127.14,-2.198,-2.986,-2.986,0.0,-141.9,60.0,-2.986,0.0,36.0,28.21,1.46,0.98,16.15,73.0,54.14,126.7,1,1,111,88,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
