pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785439109.596,17725,28.5,30.39,59.0,32.0,43.98,12.36,-130.0,165.0,-3.0,10.6,51.62,-51.62,110.62,-2.365,-2.969,-2.969,0.0,-175.9,60.0,-2.969,0.0,36.0,30.39,1.18,0.62,10.55,59.0,51.62,120.46,1,1,106,88,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.667,17785,29.8,31.35,42.0,37.0,38.54,6.54,-137.4,165.0,-3.0,8.4,48.05,-48.05,90.05,-2.498,-2.919,-2.919,0.0,-216.7,60.0,-2.919,0.0,36.0,31.35,0.84,0.35,5.35,42.0,48.05,112.77,1,1,102,90,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.734,17846,30.2,31.12,22.0,42.0,33.38,2.05,-142.9,165.0,-3.0,6.7,43.94,-43.94,65.94,-2.598,-2.751,-2.751,0.0,-253.5,60.0,-2.751,0.0,36.0,31.12,0.44,0.15,1.47,22.0,43.94,104.95,1,1,99,94,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439109.825,17906,29.8,29.8,6.0,44.0,30.1,0.27,-142.9,165.0,-3.0,6.7,40.93,-40.93,46.93,-2.598,-2.42,-2.42,0.0,-256.5,60.0,-2.42,0.0,36.0,29.8,0.12,0.04,0.11,6.0,40.93,99.65,1,1,99,104,0,1,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439109.825,17966,28.6,28.6,-8.0,48.0,26.39,-2.01,-141.0,165.0,3.0,92.7,37.14,-37.14,29.14,-2.564,-1.801,-1.801,0.0,-245.5,27.4,-1.801,0.0,36.0,28.6,-0.19,-1.24,-0.58,13.83,37.14,93.31,1,1,100,123,0,0,0,0,0,1,0,0,0,0,1,1,0,10,0,0,0
1785439109.884,18026,24.4,22.31,-41.0,51.0,9.84,-11.33,-128.2,165.0,3.0,88.9,15.45,-15.45,-25.55,-2.331,1.629,1.629,0.0,-355.0,60.0,-0.178,0.0,36.0,22.31,-0.85,-4.06,-6.43,46.06,15.45,56.99,1,1,107,174,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439109.955,18086,20.6,18.05,-51.0,50.0,2.09,-14.51,-102.6,165.0,3.0,81.1,3.35,-3.35,-47.65,-1.866,2.438,2.438,0.0,-293.6,60.0,2.438,0.0,35.0,18.05,-1.04,-4.42,-9.05,54.65,3.35,26.28,1,1,121,268,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439110.015,18147,16.1,12.3,-68.0,56.0,-10.97,-21.15,-66.9,165.0,3.0,70.3,17.13,17.13,-85.13,-1.217,2.898,2.898,0.0,-285.6,60.0,2.898,0.0,35.0,12.3,-1.37,-4.92,-14.86,70.02,17.13,60.16,1,1,141,287,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439110.084,18207,6.9,3.86,-95.0,32.0,-34.51,-34.89,-20.3,165.0,3.0,56.1,44.9,44.9,-139.9,-0.369,2.992,2.992,0.0,-332.1,60.0,2.992,0.0,35.0,3.86,-1.9,-5.36,-27.62,95.47,44.9,106.71,1,1,168,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439110.144,18267,0.1,-3.68,-108.0,35.0,-50.23,-42.32,18.0,165.0,3.0,44.6,54.89,54.89,-162.89,0.327,2.997,2.997,0.0,-297.7,60.0,2.997,0.0,35.0,-3.68,-2.16,-4.81,-35.35,108.0,54.89,128.74,1,1,191,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439110.213,18327,-6.9,-11.61,-118.0,40.0,-65.16,-48.67,50.0,165.0,3.0,34.9,59.95,59.95,-177.95,0.909,2.999,2.999,0.0,-261.9,60.0,2.999,0.0,35.0,-11.61,-2.36,-4.11,-42.2,118.0,59.95,146.62,1,1,211,292,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439110.305,18387,-14.4,-19.86,-127.0,43.0,-80.25,-54.9,74.7,165.0,3.0,27.4,62.55,62.55,-189.55,1.357,2.999,2.999,0.0,-231.6,60.0,2.999,0.0,35.0,-19.86,-2.54,-3.48,-48.88,127.0,62.55,162.72,1,1,227,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.305,18449,-21.0,-27.07,-124.0,49.0,-84.11,-51.86,91.2,165.0,3.0,22.4,62.96,62.96,-186.96,1.658,2.999,2.999,0.0,-150.5,60.0,2.999,0.0,35.0,-27.07,-2.48,-2.77,-46.6,124.0,62.96,166.59,1,1,238,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.364,18509,-27.4,-33.48,-117.0,52.0,-83.84,-45.78,110.0,165.0,3.0,16.7,62.94,62.94,-179.94,1.999,2.999,2.999,0.0,-67.1,60.0,2.999,0.0,35.0,-33.48,-2.34,-1.95,-41.49,117.0,62.94,166.32,1,1,251,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.433,18569,-32.8,-38.62,-104.0,56.0,-78.43,-36.19,122.8,165.0,3.0,12.8,62.32,62.32,-166.32,2.234,2.998,2.998,0.0,17.7,60.0,2.998,0.0,35.0,-38.62,-2.08,-1.33,-32.78,104.0,62.32,160.86,1,1,260,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.493,18629,-39.2,-41.87,-81.0,33.0,-66.41,-22.31,132.3,165.0,3.0,9.9,60.24,60.24,-141.24,2.406,2.993,2.993,0.0,134.5,60.0,2.993,0.0,35.0,-41.87,-1.62,-0.8,-19.89,81.0,60.24,148.02,1,1,267,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.567,18689,-42.5,-44.98,-67.0,37.0,-61.97,-15.44,140.4,165.0,3.0,7.4,59.13,59.13,-126.13,2.553,2.985,2.985,0.0,174.7,60.0,2.985,0.0,35.0,-44.98,-1.34,-0.5,-13.61,67.0,59.13,142.99,1,1,273,291,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.632,18751,-44.1,-45.99,-43.0,44.0,-53.36,-6.7,147.2,165.0,3.0,5.4,56.23,56.23,-99.23,2.676,2.947,2.947,0.0,246.9,60.0,2.947,0.0,35.0,-45.99,-0.86,-0.23,-5.6,43.0,56.23,132.68,1,1,278,290,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.688,18811,-44.5,-45.55,-21.0,50.0,-47.59,-1.85,149.9,165.0,3.0,4.6,53.61,53.61,-74.61,2.725,2.833,2.833,0.0,284.7,60.0,2.833,0.0,35.0,-45.55,-0.42,-0.1,-1.34,21.0,53.61,125.3,1,1,280,285,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.782,18871,-43.8,-43.8,0.0,54.0,-43.8,0.0,149.9,165.0,-3.0,0.0,51.51,51.51,-51.51,2.725,2.525,2.525,0.0,297.8,23.7,2.525,0.0,35.0,-43.8,0.0,0.0,0.0,0.0,51.51,120.21,1,1,280,272,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439110.782,18931,-41.5,-40.77,23.0,32.0,-34.43,5.76,145.8,165.0,-3.0,94.2,44.83,44.83,-21.83,2.651,1.433,1.433,0.0,325.8,24.3,1.433,0.0,35.0,-40.77,0.49,2.7,2.57,29.14,44.83,106.58,1,1,277,230,0,0,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.854,18991,-37.5,-35.54,53.0,37.0,-17.28,16.6,132.3,165.0,-3.0,90.1,26.09,26.09,26.91,2.406,-1.696,-1.696,0.0,387.8,60.0,-0.985,0.0,35.0,-35.54,1.09,5.22,10.3,58.3,26.09,75.5,1,1,267,148,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.914,19053,-32.0,-28.39,84.0,43.0,7.09,32.25,105.7,165.0,-3.0,82.0,11.22,-11.22,95.22,1.921,-2.936,-2.936,0.0,437.0,60.0,-2.936,0.0,35.0,-28.39,1.7,7.18,23.37,87.81,11.22,48.35,1,1,248,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439110.984,19113,-27.0,-22.88,86.0,48.0,11.59,31.33,65.6,165.0,-3.0,69.9,18.05,-18.05,104.05,1.193,-2.958,-2.958,0.0,305.5,60.0,-2.958,0.0,36.5,-22.88,1.73,6.14,23.45,87.97,18.05,61.83,1,1,221,88,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439111.044,19173,-19.3,-13.29,118.0,51.0,44.0,52.08,29.4,165.0,-3.0,58.9,51.63,-51.63,169.63,0.535,-2.998,-2.998,0.0,366.2,60.0,-2.998,0.0,36.5,-13.29,2.37,6.99,42.72,118.72,51.63,120.49,1,1,198,87,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439111.110,19233,-11.7,-4.48,129.0,56.0,60.64,59.2,-6.8,165.0,-3.0,48.0,58.75,-58.75,187.75,-0.123,-2.999,-2.999,0.0,301.9,60.0,-2.999,0.0,36.5,-4.48,2.58,6.19,50.44,129.0,58.75,141.45,1,1,176,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.203,19293,-3.0,3.06,129.0,47.0,66.87,58.01,-37.3,165.0,-3.0,38.7,60.34,-60.34,189.34,-0.678,-2.999,-2.999,0.0,208.7,60.0,-2.999,0.0,36.5,3.06,2.58,4.99,50.44,129.0,60.34,148.53,1,1,158,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439111.203,19354,5.1,10.22,125.0,41.0,69.51,53.9,-58.2,165.0,-3.0,32.4,60.89,-60.89,185.89,-1.058,-2.999,-2.999,0.0,124.7,60.0,-2.999,0.0,36.5,10.22,2.5,4.05,47.36,125.0,60.89,151.44,1,1,146,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.261,19414,10.9,16.49,119.0,47.0,69.64,48.32,-81.2,165.0,-3.0,25.4,60.92,-60.92,179.92,-1.476,-2.999,-2.999,0.0,59.5,60.0,-2.999,0.0,36.5,16.49,2.38,3.02,42.92,119.0,60.92,151.58,1,1,133,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439111.331,19474,15.9,21.57,107.0,53.0,64.44,38.98,-99.1,165.0,-3.0,20.0,59.77,-59.77,166.77,-1.801,-2.998,-2.998,0.0,-17.2,60.0,-2.998,0.0,36.5,21.57,2.14,2.14,34.7,107.0,59.77,145.82,1,1,123,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.401,19534,22.9,25.69,90.0,31.0,56.21,27.75,-113.6,165.0,-3.0,15.6,57.32,-57.32,147.32,-2.065,-2.995,-2.995,0.0,-107.8,60.0,-2.995,0.0,36.5,25.69,1.8,1.4,24.55,90.0,57.32,136.19,1,1,115,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.462,19594,26.4,29.24,79.0,36.0,52.9,21.51,-122.7,165.0,-3.0,12.8,56.05,-56.05,135.05,-2.231,-2.99,-2.99,0.0,-131.1,60.0,-2.99,0.0,36.5,29.24,1.58,1.01,18.92,79.0,56.05,132.11,1,1,110,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439111.529,19656,29.4,32.28,67.0,43.0,49.46,15.62,-131.9,165.0,-3.0,10.0,54.53,-54.53,121.53,-2.398,-2.982,-2.982,0.0,-152.9,60.0,-2.982,0.0,36.5,32.28,1.34,0.67,13.61,67.0,54.53,127.74,1,1,105,88,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.621,19716,30.5,32.61,44.0,48.0,40.38,7.07,-141.0,165.0,-3.0,7.3,49.34,-49.34,93.34,-2.564,-2.93,-2.93,0.0,-224.7,60.0,-2.93,0.0,36.5,32.61,0.88,0.32,5.87,44.0,49.34,115.43,1,1,100,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439111.621,19776,30.9,32.14,23.0,54.0,34.57,2.2,-144.8,165.0,-3.0,6.1,44.95,-44.95,67.95,-2.632,-2.773,-2.773,0.0,-257.2,60.0,-2.773,0.0,36.5,32.14,0.46,0.14,1.6,23.0,44.95,106.79,1,1,98,94,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439111.679,19836,29.9,29.9,-3.0,31.0,28.62,-1.16,-146.6,165.0,3.0,94.4,39.47,-39.47,36.47,-2.666,-2.101,-2.101,0.0,-309.7,27.0,-2.101,0.0,36.5,29.9,-0.09,-0.82,-0.26,9.19,39.47,97.17,1,1,97,114,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439111.750,19896,28.3,28.3,-19.0,36.0,23.35,-4.5,-139.2,165.0,3.0,92.2,33.73,-33.73,14.73,-2.531,-1.011,-1.011,0.0,-303.4,27.5,-1.288,0.0,36.5,28.3,-0.41,-2.24,-1.85,24.72,33.73,87.78,1,1,101,139,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439111.809,19957,24.6,22.76,-45.0,41.0,8.6,-12.87,-126.4,165.0,3.0,88.3,13.56,-13.56,-31.44,-2.298,1.903,1.903,0.0,-360.0,60.0,0.491,0.0,36.5,22.76,-0.93,-4.38,-7.56,49.95,13.56,53.28,1,1,108,197,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.881,20017,20.9,18.27,-56.0,47.0,0.32,-16.32,-91.9,165.0,3.0,77.9,0.51,-0.51,-55.49,-1.671,2.601,2.601,0.0,-304.2,60.0,2.601,0.0,36.5,18.27,-1.14,-4.59,-10.59,59.12,0.51,10.22,1,1,127,275,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439111.939,20077,15.7,11.7,-77.0,52.0,-16.16,-25.33,-51.2,165.0,3.0,65.5,24.57,24.57,-101.57,-0.932,2.953,2.953,0.0,-317.3,60.0,2.953,0.0,35.0,11.7,-1.55,-5.14,-18.64,78.42,24.57,73.02,1,1,150,290,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439112.007,20137,10.6,5.76,-85.0,57.0,-25.37,-28.3,-11.8,165.0,3.0,53.6,36.03,36.03,-121.03,-0.215,2.981,2.981,0.0,-255.2,60.0,2.981,0.0,35.0,5.76,-1.7,-4.57,-22.03,85.26,36.03,91.5,1,1,173,291,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439112.099,20197,0.6,-2.81,-110.0,31.0,-50.66,-43.5,26.2,165.0,3.0,42.1,55.08,55.08,-165.08,0.475,2.998,2.998,0.0,-313.8,60.0,2.998,0.0,35.0,-2.81,-2.2,-4.63,-36.67,110.0,55.08,129.28,1,1,196,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439112.099,20258,-6.8,-11.11,-120.0,36.0,-66.24,-50.11,53.1,165.0,3.0,33.9,60.2,60.2,-180.2,0.966,2.999,2.999,0.0,-269.6,60.0,2.999,0.0,35.0,-11.11,-2.4,-4.07,-43.64,120.0,60.2,147.83,1,1,213,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439112.158,20318,-14.5,-19.69,-130.0,40.0,-82.49,-57.08,82.2,165.0,3.0,25.1,62.8,62.8,-192.8,1.494,2.999,2.999,0.0,-241.9,60.0,2.999,0.0,35.0,-19.69,-2.6,-3.26,-51.22,130.0,62.8,164.97,1,1,232,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.228,20378,-20.9,-26.35,-124.0,44.0,-83.03,-51.53,100.0,165.0,3.0,19.7,62.85,62.85,-186.85,1.817,2.999,2.999,0.0,-142.6,60.0,2.999,0.0,35.0,-26.35,-2.48,-2.44,-46.6,124.0,62.85,165.51,1,1,244,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.287,20438,-25.9,-31.09,-106.0,49.0,-72.67,-37.8,114.3,165.0,3.0,15.4,61.47,61.47,-167.47,2.077,2.998,2.998,0.0,-10.3,60.0,2.998,0.0,35.0,-31.09,-2.12,-1.63,-34.05,106.0,61.47,154.85,1,1,254,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.359,20498,-30.6,-35.38,-92.0,52.0,-66.83,-28.59,125.6,165.0,3.0,12.0,60.33,60.33,-152.33,2.283,2.996,2.996,0.0,62.5,60.0,2.996,0.0,35.0,-35.38,-1.84,-1.1,-25.65,92.0,60.33,148.49,1,1,262,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.427,20560,-36.5,-38.93,-76.0,32.0,-60.62,-19.72,135.0,165.0,3.0,9.1,58.74,58.74,-134.74,2.455,2.99,2.99,0.0,129.5,60.0,2.99,0.0,35.0,-38.93,-1.52,-0.69,-17.51,76.0,58.74,141.42,1,1,269,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.486,20620,-38.5,-40.41,-53.0,36.0,-51.32,-9.93,143.1,165.0,3.0,6.6,55.38,55.38,-108.38,2.602,2.966,2.966,0.0,215.2,60.0,2.966,0.0,35.0,-40.41,-1.06,-0.35,-8.51,53.0,55.38,130.13,1,1,275,290,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.576,20680,-39.7,-41.13,-34.0,42.0,-45.93,-4.37,147.2,165.0,3.0,5.4,52.73,52.73,-86.73,2.676,2.905,2.905,0.0,252.7,60.0,2.905,0.0,35.0,-41.13,-0.68,-0.18,-3.5,34.0,52.73,123.1,1,1,278,288,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.576,20740,-39.7,-40.31,-13.0,47.0,-41.22,-0.83,151.1,165.0,3.0,4.2,49.9,49.9,-62.9,2.748,2.714,2.714,0.0,285.4,60.0,2.714,0.0,35.0,-40.31,-0.26,-0.05,-0.51,13.0,49.9,116.62,1,1,281,280,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.647,20800,-38.3,-38.3,11.0,51.0,-35.25,2.78,149.9,165.0,-3.0,95.4,45.51,45.51,-34.51,2.725,2.028,2.028,0.0,320.3,24.8,2.028,0.0,35.0,-38.3,0.25,1.61,0.92,17.4,45.51,107.84,1,1,280,252,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439112.707,20861,-35.9,-34.22,30.0,56.0,-25.62,7.82,141.8,165.0,-3.0,93.0,36.3,36.3,-6.3,2.578,0.447,0.447,0.0,311.3,25.8,0.491,0.0,35.0,-34.22,0.63,3.29,3.9,35.88,36.3,91.93,1,1,274,197,0,0,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.777,20921,-30.3,-28.19,62.0,34.0,-6.02,20.16,114.3,165.0,-3.0,84.6,9.57,9.57,52.43,2.077,-2.543,-2.543,0.0,386.1,60.0,-2.543,0.0,35.0,-28.19,1.26,5.58,13.31,66.26,9.57,44.58,1,1,254,101,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.836,20981,-24.1,-20.74,91.0,37.0,18.05,35.26,79.2,165.0,-3.0,74.0,27.12,-27.12,118.12,1.44,-2.978,-2.978,0.0,422.0,60.0,-2.978,0.0,35.0,-20.74,1.84,6.91,26.52,93.53,27.12,77.18,1,1,230,88,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.904,21041,-17.8,-13.44,104.0,42.0,32.95,42.17,42.1,165.0,-3.0,62.8,43.56,-43.56,147.56,0.766,-2.995,-2.995,0.0,358.8,60.0,-2.995,0.0,35.0,-13.44,2.09,6.6,33.49,105.11,43.56,104.27,1,1,206,87,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439112.995,21101,-10.7,-5.35,119.0,45.0,51.31,51.51,4.9,165.0,-3.0,51.5,55.37,-55.37,174.37,0.089,-2.999,-2.999,0.0,328.2,60.0,-2.999,0.0,36.0,-5.35,2.38,6.13,42.99,119.1,55.37,130.11,1,1,183,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439112.996,21162,-4.0,2.17,121.0,51.0,59.34,51.98,-23.7,165.0,-3.0,42.8,58.36,-58.36,179.36,-0.43,-2.999,-2.999,0.0,237.2,60.0,-2.999,0.0,36.0,2.17,2.42,5.18,44.37,121.0,58.36,139.92,1,1,166,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.055,21222,2.8,9.45,121.0,55.0,65.44,50.9,-53.0,165.0,-3.0,33.9,60.01,-60.01,181.01,-0.963,-2.999,-2.999,0.0,163.6,60.0,-2.999,0.0,36.0,9.45,2.42,4.11,44.37,121.0,60.01,146.94,1,1,149,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.126,21282,8.9,15.56,115.0,58.0,65.61,45.49,-75.8,165.0,-3.0,27.0,60.05,-60.05,175.05,-1.378,-2.999,-2.999,0.0,83.0,60.0,-2.999,0.0,36.0,15.56,2.3,3.11,40.08,115.0,60.05,147.12,1,1,136,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.194,21342,17.7,21.44,107.0,35.0,64.44,39.09,-95.5,165.0,-3.0,21.1,59.77,-59.77,166.77,-1.736,-2.998,-2.998,0.0,11.6,60.0,-2.998,0.0,36.0,21.44,2.14,2.25,34.7,107.0,59.77,145.82,1,1,125,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.256,21402,22.1,25.76,94.0,39.0,59.01,30.23,-109.9,165.0,-3.0,16.7,58.25,-58.25,152.25,-1.998,-2.996,-2.996,0.0,-63.6,60.0,-2.996,0.0,36.0,25.76,1.88,1.57,26.78,94.0,58.25,139.54,1,1,117,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.323,21464,25.4,28.78,77.0,44.0,51.42,20.58,-119.1,165.0,-3.0,13.9,55.42,-55.42,132.42,-2.165,-2.989,-2.989,0.0,-128.1,60.0,-2.989,0.0,36.0,28.78,1.54,1.07,17.97,77.0,55.42,130.26,1,1,112,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.414,21524,28.6,31.93,68.0,49.0,49.59,16.06,-131.9,165.0,-3.0,10.0,54.59,-54.59,122.59,-2.398,-2.983,-2.983,0.0,-138.3,60.0,-2.983,0.0,36.0,31.93,1.36,0.68,14.01,68.0,54.59,127.92,1,1,105,88,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.415,21584,30.0,32.54,48.0,53.0,41.69,8.32,-139.2,165.0,-3.0,7.8,50.21,-50.21,98.21,-2.531,-2.945,-2.945,0.0,-193.3,60.0,-2.945,0.0,36.0,32.54,0.96,0.38,6.98,48.0,50.21,117.29,1,1,101,89,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.471,21644,30.5,32.04,27.0,57.0,35.24,2.92,-144.8,165.0,-3.0,6.1,45.51,-45.51,72.51,-2.632,-2.816,-2.816,0.0,-235.7,60.0,-2.816,0.0,36.0,32.04,0.54,0.17,2.21,27.0,45.51,107.84,1,1,98,93,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439113.542,21704,30.0,30.0,1.0,33.0,30.03,0.03,-144.8,165.0,-3.0,6.1,40.87,-40.87,41.87,-2.632,-2.281,-2.281,0.0,-296.3,27.0,-2.281,0.0,36.0,30.0,0.02,0.01,0.0,1.0,40.87,99.54,1,1,98,109,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439113.602,21764,29.2,29.2,-8.0,37.0,26.99,-2.01,-141.0,165.0,3.0,92.7,37.78,-37.78,29.78,-2.564,-1.83,-1.83,0.0,-253.0,27.2,-1.83,0.0,36.0,29.2,-0.19,-1.24,-0.58,13.83,37.78,94.37,1,1,100,122,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439113.672,21824,26.8,25.71,-26.0,42.0,18.84,-6.24,-130.0,165.0,3.0,89.4,28.16,-28.16,2.16,-2.365,-0.154,-0.154,0.0,-265.4,28.4,-0.42,0.0,36.0,25.71,-0.55,-2.75,-2.94,31.16,28.16,78.85,1,1,106,166,0,0,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.742,21884,22.3,19.91,-51.0,47.0,3.95,-14.51,-102.6,165.0,3.0,81.1,6.29,-6.29,-44.71,-1.866,2.362,2.362,0.0,-303.3,60.0,2.362,0.0,36.0,19.91,-1.04,-4.42,-9.05,54.65,6.29,36.08,1,1,121,265,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.828,21944,18.6,15.37,-61.0,53.0,-3.88,-17.5,-61.7,165.0,3.0,68.7,6.19,6.19,-67.19,-1.122,2.765,2.765,0.0,-258.4,60.0,2.765,0.0,36.0,15.37,-1.23,-4.31,-11.96,62.81,6.19,35.78,1,1,144,282,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439113.828,22004,13.3,8.88,-79.0,56.0,-18.75,-25.12,-18.6,165.0,3.0,55.6,28.04,28.04,-107.04,-0.338,2.964,2.964,0.0,-266.1,60.0,2.964,0.0,36.0,8.88,-1.58,-4.42,-19.12,79.42,28.04,78.66,1,1,169,290,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.891,22065,3.7,0.41,-103.0,32.0,-42.39,-38.91,14.7,165.0,3.0,45.5,50.65,50.65,-153.65,0.267,2.996,2.996,0.0,-307.5,60.0,2.996,0.0,36.0,0.41,-2.06,-4.69,-32.15,103.0,50.65,118.26,1,1,189,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439113.961,22125,-2.8,-6.76,-110.0,36.0,-53.68,-42.65,51.6,165.0,3.0,34.4,56.36,56.36,-166.36,0.937,2.998,2.998,0.0,-250.3,60.0,2.998,0.0,35.6,-6.76,-2.2,-3.78,-36.67,110.0,56.36,133.08,1,1,212,292,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439114.021,22185,-9.8,-14.47,-117.0,40.0,-66.15,-46.98,76.2,165.0,3.0,26.9,60.18,60.18,-177.18,1.385,2.999,2.999,0.0,-206.2,60.0,2.999,0.0,35.6,-14.47,-2.34,-3.15,-41.49,117.0,60.18,147.74,1,1,228,292,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439114.090,22245,-16.1,-21.13,-117.0,43.0,-72.1,-46.34,94.2,165.0,3.0,21.4,61.37,61.37,-178.37,1.713,2.999,2.999,0.0,-157.3,60.0,2.999,0.0,35.6,-21.13,-2.34,-2.51,-41.49,117.0,61.37,154.23,1,1,240,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.152,22305,-22.1,-27.36,-112.0,47.0,-73.65,-42.08,111.4,165.0,3.0,16.2,61.63,61.63,-173.63,2.025,2.998,2.998,0.0,-86.5,60.0,2.998,0.0,35.6,-27.36,-2.24,-1.82,-38.02,112.0,61.63,155.88,1,1,252,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.220,22367,-27.0,-32.3,-100.0,53.0,-69.29,-33.63,121.4,165.0,3.0,13.2,60.85,60.85,-160.85,2.208,2.997,2.997,0.0,2.9,60.0,2.997,0.0,35.6,-32.3,-2.0,-1.32,-30.31,100.0,60.85,151.2,1,1,259,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
