pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,dbud,dmin,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785441133.434,79856,59.4,61.1,34.0,50.0,66.05,4.5,-408.9,293.2,-4.0,54.4,15.42,-15.42,49.42,-3.347,-3.305,-3.305,0.0,-209.6,100.0,-3.305,0.0,35.0,61.1,0.68,1.85,1.97,34.0,55.54,41.96,58.88,15.42,1,1,77,78,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441133.491,79916,59.8,60.91,21.0,53.0,63.53,2.38,-404.7,293.2,-4.0,57.3,16.54,-16.54,37.54,-3.312,-2.853,-2.853,0.0,-207.2,100.0,-2.853,0.0,35.0,60.91,0.42,1.2,0.75,21.0,55.37,40.89,58.83,16.54,1,1,78,91,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,1
1785441133.564,79976,56.8,56.02,-14.0,56.0,3.65,-47.6,-383.9,293.2,4.0,595.1,17.83,-17.83,3.83,-3.141,-0.364,-0.364,0.0,-318.5,30.6,-1.167,0.0,35.0,56.02,-0.36,-38.42,-8.82,71.93,50.92,35.89,57.25,17.83,1,1,83,143,0,0,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441133.626,80039,52.5,51.18,-39.0,34.0,-7.17,-53.04,-317.5,293.2,4.0,549.8,31.13,-31.13,-7.87,-2.598,0.741,0.741,0.0,-346.7,100.0,0.741,0.0,35.0,51.18,-0.84,-41.36,-10.84,79.73,46.52,22.81,55.31,31.13,1,1,99,205,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441133.694,80099,47.7,45.33,-66.0,36.0,-20.71,-60.04,-244.3,293.2,4.0,499.9,42.18,-42.18,-23.82,-1.998,2.053,2.053,0.0,-394.2,100.0,1.998,0.0,33.0,45.33,-1.37,-44.47,-14.19,91.23,41.21,12.62,52.4,42.18,1,1,117,251,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,1
1785441133.754,80159,43.5,40.77,-70.0,39.0,-14.94,-50.64,-172.5,293.2,4.0,450.9,49.6,-49.6,-20.4,-1.411,1.803,1.803,0.0,-292.2,100.0,1.803,0.0,33.0,40.77,-1.43,-37.29,-11.92,83.59,37.07,6.08,49.6,51.25,1,1,135,243,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,0
1785441133.813,80220,37.7,34.05,-87.0,42.0,-22.39,-51.31,-82.9,293.2,4.0,389.8,44.51,-44.51,-42.49,-0.678,3.066,3.066,0.0,-295.6,100.0,3.066,0.0,33.0,34.05,-1.76,-35.43,-14.12,91.0,30.95,1.56,44.51,56.54,1,1,158,295,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,0
1785441133.905,80280,32.1,27.92,-93.0,45.0,-23.69,-46.92,10.9,293.2,4.0,325.9,38.75,-38.75,-54.25,0.089,3.438,3.438,0.0,-234.4,100.0,3.438,0.0,33.0,27.92,-1.86,-30.31,-14.75,93.0,25.38,0.0,38.75,57.23,1,1,183,312,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441133.905,80343,26.6,21.85,-95.0,50.0,-24.34,-41.99,107.6,293.2,4.0,260.0,31.94,-31.94,-63.06,0.88,3.622,3.622,0.0,-168.9,100.0,3.622,0.0,33.0,21.85,-1.9,-24.7,-15.39,95.0,19.87,0.0,31.94,53.51,1,1,210,320,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,0
1785441133.964,80403,22.7,15.13,-101.0,75.0,-28.42,-39.59,196.0,293.2,4.0,199.7,23.15,-23.15,-77.85,1.604,3.808,3.808,0.0,-147.2,100.0,3.808,0.0,33.0,15.13,-2.02,-20.17,-17.4,101.0,13.75,0.0,23.15,46.1,1,1,236,330,0,1,0,0,1,1,1,0,1,0,2,1,0,214,0,0,0
1785441134.022,80463,14.6,8.69,-102.0,58.0,-31.54,-36.57,247.6,293.2,4.0,164.6,13.69,-13.69,-88.31,2.025,3.882,3.882,0.0,-101.4,100.0,3.882,0.0,33.0,8.69,-2.04,-16.78,-17.74,102.0,7.9,0.0,13.69,32.84,1,1,252,334,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.092,80523,8.0,5.26,-83.0,33.0,-21.24,-24.1,300.0,293.2,4.0,128.8,8.38,-8.38,-74.62,2.455,3.777,3.777,0.0,32.1,100.0,3.777,0.0,33.0,5.26,-1.66,-10.69,-11.75,83.0,4.79,0.0,8.38,25.0,1,1,269,328,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.153,80583,5.0,2.89,-64.0,33.0,-13.28,-14.7,341.5,293.2,4.0,100.5,4.62,-4.62,-59.38,2.794,3.553,3.553,0.0,127.6,100.0,3.553,0.0,33.0,2.89,-1.28,-6.43,-6.99,64.0,2.63,0.0,4.62,17.48,1,1,283,317,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.225,80644,2.8,1.07,-48.0,36.0,-8.9,-9.07,361.1,293.2,4.0,87.1,1.72,-1.72,-46.28,2.955,3.205,3.205,0.0,176.9,100.0,3.205,0.0,33.0,1.07,-0.96,-4.18,-3.93,48.0,0.98,0.0,1.72,8.08,1,1,290,301,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.282,80704,2.4,1.54,-22.0,39.0,-1.77,-3.01,372.4,293.2,4.0,79.4,2.47,-2.47,-19.53,3.047,1.737,1.737,0.0,267.5,100.0,1.737,0.0,33.0,1.54,-0.44,-1.75,-0.83,22.0,1.4,0.0,2.47,11.75,1,1,294,241,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.351,80764,4.1,4.1,10.0,41.0,43.53,35.84,347.1,293.2,-4.0,570.0,6.54,-6.54,16.54,2.84,-1.498,-1.498,0.0,361.6,100.0,-1.498,0.0,33.0,4.1,0.27,29.83,5.74,58.02,3.73,0.0,6.54,23.72,1,1,285,132,0,1,0,0,0,1,0,0,0,0,3,1,0,214,0,0,0
1785441134.414,80824,7.4,9.08,39.0,43.0,54.19,41.01,257.1,293.2,-4.0,508.6,14.28,-14.28,53.28,2.103,-3.414,-3.414,0.0,400.8,100.0,-3.414,0.0,33.0,9.08,0.83,32.6,7.58,66.68,8.25,0.0,14.28,34.76,1,1,255,75,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.503,80884,11.8,14.76,63.0,47.0,60.33,41.43,142.5,293.2,-4.0,430.5,22.63,-22.63,85.63,1.166,-3.867,-3.867,0.0,400.9,100.0,-3.867,0.0,33.0,14.76,1.29,31.11,9.03,72.78,13.42,0.0,22.63,41.12,1,1,220,62,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.503,80946,16.4,20.36,72.0,55.0,61.77,37.65,47.2,293.2,-4.0,365.5,30.09,-30.09,102.09,0.386,-3.939,-3.939,0.0,322.1,100.0,-3.939,0.0,33.0,20.36,1.45,26.93,9.26,73.7,18.51,0.0,30.09,46.26,1,1,193,60,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.562,81006,22.4,27.94,94.0,59.0,76.55,44.19,-63.9,293.2,-4.0,289.8,38.78,-38.78,132.78,-0.523,-3.986,-3.986,0.0,328.7,100.0,-3.986,0.0,33.0,27.94,1.88,27.24,15.07,94.0,25.4,1.01,38.78,49.7,1,1,163,59,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.622,81066,31.0,34.23,98.0,33.0,80.54,42.1,-133.2,293.2,-4.0,242.5,44.67,-44.67,142.67,-1.09,-3.991,-3.991,0.0,243.2,100.0,-3.991,0.0,33.0,34.23,1.96,23.77,16.38,98.0,31.12,3.67,44.67,49.21,1,1,145,58,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441134.692,81126,36.9,40.71,103.0,37.0,85.17,40.42,-200.3,293.2,-4.0,196.8,45.76,-45.76,148.76,-1.639,-3.993,-3.993,0.0,193.7,100.0,-3.993,0.0,34.9,40.71,2.06,20.27,18.09,103.0,37.01,8.26,49.56,45.76,1,1,128,58,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441134.755,81186,41.9,45.93,96.0,42.0,82.06,32.85,-256.5,293.2,-4.0,158.5,40.12,-40.12,136.12,-2.098,-3.988,-3.988,0.0,96.0,100.0,-3.988,0.0,34.9,45.93,1.92,15.21,15.72,96.0,41.75,14.04,52.73,40.12,1,1,114,58,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,1
1785441134.825,81250,46.6,51.15,91.0,50.0,80.94,27.08,-309.3,293.2,-4.0,122.4,33.24,-33.24,124.24,-2.531,-3.978,-3.978,0.0,39.2,100.0,-3.978,0.0,34.9,51.15,1.82,11.14,14.12,91.0,46.5,21.46,55.3,33.24,1,1,101,59,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,1
1785441134.884,81310,51.5,56.11,87.0,53.0,81.78,23.34,-342.4,293.2,-4.0,99.8,29.81,-29.81,116.81,-2.802,-3.969,-3.969,0.0,6.1,100.0,-3.969,0.0,34.9,56.11,1.74,8.69,12.91,87.0,51.01,27.24,57.28,29.81,1,1,93,59,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,1
1785441134.944,81370,53.7,57.23,63.0,56.0,71.8,13.25,-367.3,293.2,-4.0,82.9,23.94,-23.94,86.94,-3.006,-3.875,-3.875,0.0,-114.2,100.0,-3.875,0.0,34.9,57.23,1.26,5.22,6.77,63.0,52.02,32.23,57.67,23.94,1,1,87,62,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,1
1785441135.013,81430,56.0,57.15,36.0,32.0,62.98,5.3,-392.1,293.2,-4.0,65.9,16.54,-16.54,52.54,-3.209,-3.394,-3.394,0.0,-220.1,100.0,-3.394,0.0,34.9,57.15,0.72,2.37,2.21,36.0,51.95,37.82,57.64,16.54,1,1,81,76,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441135.076,81490,56.4,57.06,19.0,35.0,59.42,2.14,-400.5,293.2,-4.0,60.2,13.92,-13.92,32.92,-3.278,-2.62,-2.62,0.0,-245.7,100.0,-2.62,0.0,34.9,57.06,0.38,1.14,0.62,19.0,51.88,39.85,57.61,13.92,1,1,79,98,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441135.164,81553,55.4,55.4,-1.0,42.0,16.07,-35.76,-379.7,293.2,4.0,592.3,18.41,-18.41,17.41,-3.107,-1.569,-1.569,0.0,-272.1,30.7,-1.569,0.0,34.9,55.4,-0.1,-29.97,-5.69,57.77,50.36,34.95,57.02,18.41,1,1,84,130,0,0,0,0,0,1,0,0,0,0,3,1,0,214,0,0,1
1785441135.164,81613,53.1,52.16,-23.0,41.0,2.31,-45.31,-342.4,293.2,4.0,566.8,25.54,-25.54,2.54,-2.802,-0.241,-0.241,0.0,-299.4,31.2,-0.241,0.0,34.9,52.16,-0.53,-36.47,-8.32,69.83,47.42,27.24,55.74,25.54,1,1,93,172,0,0,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441135.224,81673,51.0,49.67,-31.0,43.0,5.76,-39.92,-284.9,293.2,4.0,527.6,37.72,-37.72,6.72,-2.331,-0.635,-0.635,0.0,-244.9,31.7,-0.635,0.0,34.9,49.67,-0.68,-32.17,-7.07,64.38,45.15,17.77,54.63,37.72,1,1,107,159,0,0,0,0,1,1,1,0,0,0,1,1,0,214,0,0,1
1785441135.284,81733,46.9,44.61,-51.0,45.0,-6.56,-46.51,-236.1,293.2,4.0,494.3,43.11,-43.11,-7.89,-1.932,0.743,0.743,0.0,-274.2,100.0,0.743,0.0,34.9,44.61,-1.07,-35.92,-9.52,74.73,40.55,11.72,51.99,43.11,1,1,119,205,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,1
1785441135.357,81793,42.3,39.06,-69.0,47.0,-17.16,-51.11,-180.4,293.2,4.0,456.3,47.49,-47.49,-21.51,-1.476,1.886,1.886,0.0,-290.1,100.0,1.886,0.0,34.9,39.06,-1.42,-37.74,-11.95,83.7,35.51,6.66,48.42,47.49,1,1,133,247,0,1,0,0,1,1,1,0,0,0,2,1,0,214,0,0,1
1785441135.419,81857,36.6,31.98,-84.0,55.0,-23.07,-50.05,-90.7,293.2,4.0,395.1,42.7,-42.7,-41.3,-0.742,3.018,3.018,0.0,-267.3,100.0,3.018,0.0,34.9,31.98,-1.7,-34.96,-13.39,88.61,29.08,1.82,42.7,52.39,1,1,156,293,0,1,0,0,1,1,1,0,0,0,1,1,0,214,0,0,0
1785441135.476,81917,31.1,25.68,-92.0,59.0,-24.96,-46.03,14.5,293.2,4.0,323.4,36.36,-36.36,-55.64,0.119,3.472,3.472,0.0,-222.7,100.0,3.472,0.0,34.9,25.68,-1.84,-29.76,-14.44,92.0,23.34,0.0,36.36,53.67,1,1,184,313,0,1,0,0,1,1,1,0,0,0,3,1,0,214,0,0,0
1785441135.546,81977,22.3,18.73,-102.0,35.0,-31.93,-46.06,111.1,293.2,4.0,257.6,28.02,-28.02,-73.98,0.909,3.771,3.771,0.0,-210.5,100.0,3.771,0.0,34.9,18.73,-2.04,-26.28,-17.74,102.0,17.03,0.0,28.02,47.49,1,1,211,328,0,1,0,0,1,1,1,0,0,0,2,1,0,215,0,0,0
1785441135.605,82037,16.1,12.22,-105.0,37.0,-34.36,-42.35,189.3,293.2,4.0,204.3,18.98,-18.98,-86.02,1.549,3.869,3.869,0.0,-160.9,100.0,3.869,0.0,34.9,12.22,-2.1,-21.45,-18.8,105.0,11.11,0.0,18.98,38.35,1,1,234,333,0,1,0,0,1,1,1,0,0,0,3,1,0,215,0,0,0
1785441135.667,82097,11.4,7.89,-90.0,39.0,-25.36,-30.23,250.7,293.2,4.0,162.4,12.47,-12.47,-77.53,2.051,3.805,3.805,0.0,-25.7,100.0,3.805,0.0,35.0,7.89,-1.8,-14.61,-13.81,90.0,7.18,0.0,12.47,30.6,1,1,253,330,0,1,0,0,1,1,1,0,0,0,2,1,0,215,0,0,0
