pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,dbud,dmin,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785440115.875,108497,-29.1,-27.62,40.0,37.0,13.26,37.16,117.1,165.0,-3.0,512.9,25.32,25.32,14.68,2.129,-1.008,-1.008,0.0,362.7,60.0,-1.008,0.0,35.0,-27.62,0.82,27.23,9.11,54.81,25.11,7.4,38.45,25.32,1,1,256,148,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440115.945,108557,-25.1,-22.66,61.0,40.0,30.83,48.63,91.2,165.0,-3.0,465.8,26.29,26.29,34.71,1.658,-2.036,-2.036,0.0,363.5,60.0,-2.036,0.0,35.0,-22.66,1.24,32.37,15.02,70.39,20.6,4.24,32.91,26.29,1,1,238,116,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440116.008,108617,-20.3,-16.68,77.0,47.0,42.64,53.93,56.3,165.0,-3.0,402.3,25.29,25.29,51.71,1.023,-2.529,-2.529,0.0,334.7,60.0,-2.529,0.0,35.0,-16.68,1.55,32.49,19.89,81.0,15.17,1.57,25.29,25.89,1,1,215,101,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,0
1785440116.065,108677,-15.1,-10.42,90.0,52.0,52.9,57.57,21.2,165.0,-3.0,338.6,16.32,16.32,73.68,0.386,-2.826,-2.826,0.0,303.7,60.0,-2.826,0.0,35.0,-10.42,1.8,30.75,25.01,90.84,9.48,0.28,16.32,21.44,1,1,193,92,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,0
1785440116.136,108740,-8.5,-2.74,103.0,56.0,66.1,62.58,-13.5,165.0,-3.0,275.4,4.37,4.37,98.63,-0.246,-2.946,-2.946,0.0,268.7,60.0,-2.946,0.0,35.0,-2.74,2.06,28.37,32.15,103.0,2.49,0.0,4.37,7.8,1,1,172,89,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,0
1785440116.195,108800,-0.3,2.86,99.0,32.0,61.62,53.42,-44.3,165.0,-3.0,219.5,3.75,-3.75,102.75,-0.805,-2.955,-2.955,0.0,161.9,60.0,-2.955,0.0,35.0,2.86,1.98,21.73,29.71,99.0,2.6,1.0,4.57,3.75,1,1,154,88,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440116.269,108860,4.8,8.22,95.0,36.0,58.7,45.89,-68.7,165.0,-3.0,175.2,10.07,-10.07,105.07,-1.248,-2.96,-2.96,0.0,86.3,60.0,-2.96,0.0,35.0,8.22,1.9,16.64,27.35,95.0,7.47,2.34,12.97,10.07,1,1,140,88,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.325,108920,9.1,12.46,84.0,40.0,50.71,34.78,-88.3,165.0,-3.0,139.4,12.85,-12.85,96.85,-1.606,-2.941,-2.941,0.0,-4.7,60.0,-2.941,0.0,35.0,12.46,1.68,11.71,21.39,84.0,11.32,3.96,19.33,12.85,1,1,129,89,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.416,108980,13.8,17.49,84.0,44.0,53.64,32.86,-100.9,165.0,-3.0,116.6,17.03,-17.03,101.03,-1.834,-2.952,-2.952,0.0,-3.2,60.0,-2.952,0.0,35.0,17.49,1.68,9.8,21.39,84.0,15.9,5.28,26.38,17.03,1,1,122,89,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.416,109043,16.3,19.51,63.0,51.0,40.61,19.18,-113.6,165.0,-3.0,93.5,16.39,-16.39,79.39,-2.065,-2.866,-2.866,0.0,-112.7,60.0,-2.866,0.0,35.0,19.51,1.26,5.89,12.03,63.0,17.74,6.9,29.02,16.39,1,1,115,91,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.477,109103,19.4,22.53,58.0,54.0,39.71,15.62,-124.6,165.0,-3.0,73.5,17.1,-17.1,75.1,-2.265,-2.837,-2.837,0.0,-102.2,60.0,-2.837,0.0,35.0,22.53,1.16,4.26,10.2,58.0,20.48,8.53,32.76,17.1,1,1,109,92,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440116.548,109163,20.5,22.88,41.0,58.0,32.25,8.52,-130.0,165.0,-3.0,63.5,15.92,-15.92,56.92,-2.365,-2.626,-2.626,0.0,-154.1,60.0,-2.626,0.0,35.0,22.88,0.82,2.61,5.09,41.0,20.8,9.44,33.17,15.92,1,1,106,98,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440116.604,109223,21.0,21.68,20.0,34.0,24.7,2.75,-133.7,165.0,-3.0,56.9,13.41,-13.41,33.41,-2.431,-1.984,-1.984,0.0,-214.0,60.0,-1.984,0.0,35.0,21.68,0.4,1.14,1.21,20.0,19.71,10.08,31.73,13.41,1,1,104,117,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440116.667,109283,18.7,18.7,-7.0,39.0,3.8,-13.55,-126.4,165.0,3.0,529.8,11.86,-11.86,4.86,-2.298,-0.346,-0.346,0.0,-299.6,31.0,-0.964,0.0,35.0,18.7,-0.17,-11.63,-1.75,24.05,17.0,8.83,27.97,11.86,1,1,108,149,0,0,0,0,0,1,0,0,0,0,2,1,0,24,0,0,1
1785440116.739,109345,15.3,13.95,-30.0,45.0,-16.35,-27.54,-111.8,165.0,3.0,503.2,9.51,-9.51,-20.49,-2.032,1.358,1.358,0.0,-330.7,60.0,1.358,0.0,35.0,13.95,-0.62,-21.16,-5.76,43.59,12.68,6.65,21.48,9.51,1,1,116,227,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.795,109405,12.7,10.66,-40.0,51.0,-19.4,-27.33,-74.0,165.0,3.0,434.6,13.06,-13.06,-26.94,-1.346,1.698,1.698,0.0,-276.9,60.0,1.698,0.0,36.0,10.66,-0.81,-19.97,-6.54,46.46,9.69,2.73,16.68,13.06,1,1,137,239,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440116.865,109465,8.1,4.65,-64.0,54.0,-38.33,-39.07,-39.1,165.0,3.0,371.0,7.4,-7.4,-56.6,-0.71,2.62,2.62,0.0,-310.5,60.0,2.62,0.0,36.0,4.65,-1.29,-24.51,-13.27,66.17,4.22,0.79,7.4,8.01,1,1,157,276,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440116.925,109525,2.6,-2.29,-83.0,59.0,-53.12,-46.21,8.2,165.0,3.0,285.1,3.67,3.67,-86.67,0.149,2.905,2.905,0.0,-307.6,60.0,2.905,0.0,36.0,-2.29,-1.66,-23.67,-20.88,83.0,2.08,0.07,3.67,5.69,1,1,185,288,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440116.989,109585,-6.5,-10.03,-104.0,34.0,-74.27,-58.4,40.6,165.0,3.0,226.3,15.73,15.73,-119.73,0.737,2.98,2.98,0.0,-328.9,60.0,2.98,0.0,36.0,-10.03,-2.08,-23.53,-32.78,104.0,9.12,0.85,15.73,17.9,1,1,205,291,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440117.079,109648,-12.5,-16.84,-106.0,41.0,-77.7,-55.33,65.6,165.0,3.0,180.7,24.2,24.2,-130.2,1.193,2.988,2.988,0.0,-239.8,60.0,2.988,0.0,36.0,-16.84,-2.12,-19.15,-34.05,106.0,15.31,2.13,25.5,24.2,1,1,221,291,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440117.079,109708,-17.6,-21.81,-98.0,43.0,-71.04,-44.75,88.2,165.0,3.0,139.6,25.93,25.93,-123.93,1.604,2.984,2.984,0.0,-126.8,60.0,2.984,0.0,36.0,-21.81,-1.96,-13.68,-29.11,98.0,19.83,3.94,31.89,25.93,1,1,236,291,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.136,109768,-22.8,-26.98,-91.0,46.0,-67.65,-36.97,104.3,165.0,3.0,110.5,28.22,28.22,-119.22,1.895,2.98,2.98,0.0,-40.7,60.0,2.98,0.0,36.0,-26.98,-1.82,-10.05,-25.1,91.0,24.53,5.69,37.77,28.22,1,1,247,291,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.195,109828,-26.9,-30.77,-79.0,49.0,-60.88,-27.37,117.1,165.0,3.0,87.1,28.95,28.95,-107.95,2.129,2.965,2.965,0.0,37.4,60.0,2.965,0.0,36.0,-30.77,-1.58,-6.88,-18.92,79.0,27.97,7.4,41.57,28.95,1,1,256,290,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.267,109888,-30.7,-34.46,-71.0,53.0,-58.05,-21.44,128.3,165.0,3.0,66.8,29.62,29.62,-100.62,2.332,2.951,2.951,0.0,67.2,60.0,2.951,0.0,36.0,-34.46,-1.42,-4.74,-15.28,71.0,31.33,9.14,44.86,29.62,1,1,264,290,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.327,109951,-34.0,-35.52,-46.0,33.0,-46.09,-9.62,137.7,165.0,3.0,49.6,27.7,27.7,-73.7,2.504,2.826,2.826,0.0,178.7,60.0,2.826,0.0,36.0,-35.52,-0.92,-2.28,-6.41,46.0,32.29,10.81,45.73,27.7,1,1,271,284,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.396,110011,-34.8,-35.79,-26.0,38.0,-39.82,-3.67,141.8,165.0,3.0,42.2,26.64,26.64,-52.64,2.578,2.548,2.548,0.0,234.2,60.0,2.548,0.0,36.0,-35.79,-0.52,-1.1,-2.05,26.0,32.53,11.58,45.95,26.64,1,1,274,273,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.457,110071,-34.1,-34.1,-2.0,42.0,-34.26,-0.14,140.4,165.0,3.0,44.7,25.31,25.31,-27.31,2.553,1.715,1.715,0.0,289.0,25.9,1.764,0.0,36.0,-34.1,-0.04,-0.09,-0.01,2.0,31.0,11.32,44.56,25.31,1,1,273,242,0,0,0,0,0,1,0,0,0,0,3,1,0,24,0,0,1
1785440117.516,110131,-31.8,-30.68,25.0,45.0,0.34,28.2,131.0,165.0,-3.0,538.1,24.62,24.62,0.38,2.381,-0.027,-0.027,0.0,343.1,60.0,-0.027,0.0,36.0,-30.68,0.53,22.01,5.66,43.21,27.89,9.59,41.48,24.62,1,1,266,179,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.594,110191,-28.5,-26.3,45.0,49.0,15.52,38.02,104.3,165.0,-3.0,489.5,27.39,27.39,17.61,1.895,-1.189,-1.189,0.0,332.5,60.0,-1.189,0.0,36.0,-26.3,0.92,27.26,9.84,56.96,23.91,5.69,37.04,27.39,1,1,247,142,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.649,110254,-24.6,-21.13,62.0,56.0,28.95,45.52,76.2,165.0,-3.0,438.5,27.92,27.92,34.08,1.385,-2.011,-2.011,0.0,316.6,60.0,-2.011,0.0,36.0,-21.13,1.26,29.92,14.35,68.8,19.21,2.89,31.06,27.92,1,1,228,117,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440117.735,110314,-16.5,-13.5,91.0,33.0,54.98,62.26,37.4,165.0,-3.0,368.0,20.84,20.84,70.16,0.68,-2.795,-2.795,0.0,367.7,60.0,-2.795,0.0,36.0,-13.5,1.83,34.2,26.23,93.02,12.27,0.73,20.84,24.34,1,1,203,93,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,0
1785440117.736,110374,-11.1,-7.59,95.0,37.0,56.99,58.71,4.9,165.0,-3.0,308.9,12.0,12.0,83.0,0.089,-2.887,-2.887,0.0,277.5,60.0,-2.887,0.0,36.0,-7.59,1.9,29.38,27.42,95.12,6.9,0.04,12.0,17.88,1,1,183,90,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440117.796,110434,-4.9,-0.68,103.0,41.0,64.67,59.42,-30.4,165.0,-3.0,244.7,1.09,1.09,101.91,-0.553,-2.954,-2.954,0.0,232.2,60.0,-2.954,0.0,36.0,-0.68,2.06,25.2,32.15,103.0,0.62,0.0,1.09,2.28,1,1,162,89,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,0
1785440117.870,110494,1.3,5.85,106.0,43.0,69.02,57.43,-54.7,165.0,-3.0,200.5,8.2,-8.2,114.2,-0.995,-2.974,-2.974,0.0,171.9,60.0,-2.974,0.0,36.0,5.85,2.12,21.25,34.05,106.0,5.32,1.49,9.3,8.2,1,1,148,88,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440117.927,110556,5.6,10.34,93.0,51.0,58.14,43.46,-74.0,165.0,-3.0,165.4,12.55,-12.55,105.55,-1.346,-2.961,-2.961,0.0,54.3,60.0,-2.961,0.0,36.0,10.34,1.86,15.38,26.21,93.0,9.4,2.73,16.19,12.55,1,1,137,88,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440117.987,110616,10.3,15.34,90.0,56.0,57.48,38.31,-91.9,165.0,-3.0,132.9,16.21,-16.21,106.21,-1.671,-2.962,-2.962,0.0,23.6,60.0,-2.962,0.0,36.0,15.34,1.8,11.96,24.55,90.0,13.94,4.31,23.43,16.21,1,1,127,88,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.059,110676,13.6,17.98,73.0,60.0,45.66,25.17,-108.1,165.0,-3.0,103.5,15.85,-15.85,88.85,-1.965,-2.914,-2.914,0.0,-68.4,60.0,-2.914,0.0,36.0,17.98,1.46,7.55,16.15,73.0,16.34,6.17,27.02,15.85,1,1,118,90,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440118.116,110736,18.1,19.98,57.0,33.0,37.3,15.75,-119.1,165.0,-3.0,83.5,15.49,-15.49,72.49,-2.165,-2.816,-2.816,0.0,-130.2,60.0,-2.816,0.0,36.0,19.98,1.14,4.76,9.85,57.0,18.16,7.69,29.62,15.49,1,1,112,93,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.189,110796,20.2,21.94,47.0,37.0,33.97,10.93,-126.4,165.0,-3.0,70.2,15.85,-15.85,62.85,-2.298,-2.714,-2.714,0.0,-146.9,60.0,-2.714,0.0,36.0,21.94,0.94,3.3,6.7,47.0,19.94,8.83,32.04,15.85,1,1,108,96,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.248,110859,20.7,21.99,30.0,43.0,27.53,5.03,-133.7,165.0,-3.0,56.9,13.78,-13.78,43.78,-2.431,-2.336,-2.336,0.0,-189.2,60.0,-2.336,0.0,36.0,21.99,0.6,1.71,2.73,30.0,19.99,10.08,32.11,13.78,1,1,104,107,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.342,110919,20.6,21.32,16.0,45.0,23.58,2.06,-131.9,165.0,-3.0,60.2,13.51,-13.51,29.51,-2.398,-1.818,-1.818,0.0,-198.0,60.0,-1.818,0.0,36.0,21.32,0.32,0.96,0.78,16.0,19.38,9.75,31.29,13.51,1,1,105,122,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.342,110979,17.1,16.07,-21.0,49.0,-8.83,-22.64,-120.9,165.0,3.0,519.8,9.99,-9.99,-11.01,-2.198,0.769,0.769,0.0,-335.4,60.0,0.173,0.0,36.0,16.07,-0.44,-18.11,-4.08,36.71,14.61,7.96,24.45,9.99,1,1,111,186,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440118.396,111039,14.6,12.83,-34.0,52.0,-15.74,-25.98,-90.1,165.0,3.0,463.9,13.01,-13.01,-20.99,-1.639,1.386,1.386,0.0,-294.2,60.0,1.386,0.0,36.0,12.83,-0.7,-19.63,-5.65,43.19,11.67,4.13,19.88,13.01,1,1,128,228,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440118.460,111099,11.9,9.61,-41.0,56.0,-18.53,-25.57,-60.0,165.0,3.0,409.0,13.95,-13.95,-27.05,-1.09,1.703,1.703,0.0,-236.0,60.0,1.703,0.0,36.0,9.61,-0.83,-18.48,-6.27,45.47,8.73,1.78,15.09,13.95,1,1,145,240,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440118.527,111162,3.9,1.4,-76.0,33.0,-48.04,-44.94,-18.6,165.0,3.0,333.8,2.23,-2.23,-73.77,-0.338,2.826,2.826,0.0,-336.7,60.0,2.826,0.0,36.0,1.4,-1.52,-25.6,-17.82,76.69,1.27,0.23,2.23,2.83,1,1,169,284,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440118.589,111222,-2.0,-5.29,-89.0,37.0,-58.66,-48.52,24.5,165.0,3.0,255.4,8.41,8.41,-97.41,0.446,2.943,2.943,0.0,-298.8,60.0,2.943,0.0,36.0,-5.29,-1.78,-22.73,-24.01,89.0,4.81,0.36,8.41,11.01,1,1,195,289,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,0
1785440118.659,111282,-7.4,-10.98,-92.0,39.0,-61.52,-45.94,54.7,165.0,3.0,200.6,17.16,17.16,-109.16,0.994,2.967,2.967,0.0,-221.5,60.0,2.967,0.0,36.0,-10.98,-1.84,-18.45,-25.65,92.0,9.99,1.49,17.16,17.18,1,1,214,291,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440118.721,111342,-13.8,-18.31,-105.0,43.0,-76.35,-52.76,74.7,165.0,3.0,164.3,24.36,24.36,-129.36,1.357,2.987,2.987,0.0,-227.3,60.0,2.987,0.0,36.0,-18.31,-2.1,-17.25,-33.42,105.0,16.65,2.78,27.46,24.36,1,1,227,291,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440118.789,111403,-18.8,-23.45,-97.0,48.0,-70.69,-42.94,94.2,165.0,3.0,128.7,26.53,26.53,-123.53,1.713,2.983,2.983,0.0,-119.5,60.0,2.983,0.0,36.0,-23.45,-1.94,-12.48,-28.52,97.0,21.32,4.55,33.84,26.53,1,1,240,291,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440118.854,111467,-22.9,-27.41,-82.0,55.0,-60.65,-30.22,110.0,165.0,3.0,100.1,27.12,27.12,-109.12,1.999,2.967,2.967,0.0,-7.9,60.0,2.967,0.0,35.1,-27.41,-1.64,-8.21,-20.38,82.0,24.91,6.41,38.22,27.12,1,1,251,291,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440118.911,111527,-27.1,-31.7,-78.0,59.0,-60.5,-26.18,121.4,165.0,3.0,79.2,28.71,28.71,-106.71,2.208,2.963,2.963,0.0,15.3,60.0,2.963,0.0,35.1,-31.7,-1.56,-6.18,-18.44,78.0,28.82,8.04,42.44,28.71,1,1,259,290,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440118.971,111587,-31.3,-33.01,-52.0,33.0,-46.71,-12.45,131.0,165.0,3.0,61.9,27.19,27.19,-79.19,2.381,2.865,2.865,0.0,152.7,60.0,2.865,0.0,35.1,-33.01,-1.04,-3.22,-8.2,52.0,30.01,9.59,43.62,27.19,1,1,266,286,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.063,111647,-32.5,-33.72,-33.0,37.0,-39.88,-5.6,137.7,165.0,3.0,49.6,25.78,25.78,-58.78,2.504,2.656,2.656,0.0,210.4,60.0,2.656,0.0,35.1,-33.72,-0.66,-1.64,-3.3,33.0,30.65,10.81,44.23,25.78,1,1,271,277,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.063,111707,-32.6,-33.15,-13.0,42.0,-34.63,-1.35,140.4,165.0,3.0,44.7,24.29,24.29,-37.29,2.553,2.131,2.131,0.0,256.0,60.0,2.131,0.0,35.1,-33.15,-0.26,-0.58,-0.51,13.0,30.13,11.32,43.73,24.29,1,1,273,256,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.122,111770,-31.6,-31.6,5.0,48.0,-16.42,13.8,135.0,165.0,-3.0,545.5,24.36,24.36,-19.36,2.455,1.292,1.292,0.0,267.4,26.5,1.292,0.0,35.1,-31.6,0.13,11.88,1.79,24.27,28.73,10.31,42.35,24.36,1,1,269,225,0,0,0,0,0,1,0,0,0,0,3,1,0,24,0,0,1
1785440119.192,111830,-29.3,-27.87,28.0,51.0,3.2,28.25,121.4,165.0,-3.0,520.8,24.34,24.34,3.66,2.208,-0.26,-0.26,0.0,302.0,60.0,-0.26,0.0,35.1,-27.87,0.58,21.84,5.82,43.83,25.34,8.04,38.71,24.34,1,1,259,172,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.252,111890,-25.8,-23.05,50.0,55.0,21.44,40.45,97.1,165.0,-3.0,476.5,25.28,25.28,24.72,1.765,-1.587,-1.587,0.0,317.4,60.0,-1.587,0.0,35.1,-23.05,1.02,28.33,11.1,60.51,20.96,4.86,33.38,25.28,1,1,242,130,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.311,111950,-21.4,-17.51,66.0,59.0,32.35,45.32,61.0,165.0,-3.0,410.9,26.16,26.16,39.84,1.109,-2.217,-2.217,0.0,291.9,60.0,-2.217,0.0,35.1,-17.51,1.33,28.88,15.11,70.6,15.92,1.84,26.4,26.16,1,1,218,110,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.382,112010,-16.0,-11.0,82.0,61.0,45.63,51.48,26.2,165.0,-3.0,347.5,17.18,17.18,64.82,0.475,-2.738,-2.738,0.0,283.6,60.0,-2.738,0.0,35.1,-11.0,1.65,28.89,20.95,83.14,10.0,0.4,17.18,21.8,1,1,196,95,0,1,0,0,1,1,1,0,1,0,3,1,0,24,0,0,0
1785440119.445,112073,-7.0,-3.48,98.0,36.0,61.38,58.96,-8.5,165.0,-3.0,284.6,5.55,5.55,92.45,-0.154,-2.927,-2.927,0.0,277.5,60.0,-2.927,0.0,35.1,-3.48,1.96,27.89,29.11,98.0,3.16,0.0,5.55,9.48,1,1,175,89,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,0
1785440119.513,112133,-2.1,1.66,94.0,40.0,56.54,49.89,-40.8,165.0,-3.0,225.8,1.57,-1.57,95.57,-0.742,-2.937,-2.937,0.0,167.1,60.0,-2.937,0.0,35.1,1.66,1.88,21.23,26.78,94.0,1.51,0.86,2.65,1.57,1,1,156,89,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440119.575,112193,2.8,7.07,93.0,46.0,56.52,44.95,-65.2,165.0,-3.0,181.5,8.72,-8.72,101.72,-1.185,-2.953,-2.953,0.0,112.8,60.0,-2.953,0.0,35.1,7.07,1.86,16.88,26.21,93.0,6.43,2.1,11.21,8.72,1,1,142,89,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440119.662,112253,7.6,12.19,90.0,51.0,55.62,39.48,-84.8,165.0,-3.0,145.9,13.22,-13.22,103.22,-1.541,-2.956,-2.956,0.0,61.2,60.0,-2.956,0.0,35.1,12.19,1.8,13.13,24.55,90.0,11.08,3.62,18.93,13.22,1,1,131,88,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440119.663,112313,12.3,16.94,86.0,54.0,54.83,34.45,-99.1,165.0,-3.0,119.9,16.73,-16.73,102.73,-1.801,-2.955,-2.955,0.0,21.2,60.0,-2.955,0.0,35.1,16.94,1.72,10.31,22.42,86.0,15.4,5.08,25.64,16.73,1,1,123,88,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440119.723,112376,14.9,18.8,65.0,60.0,41.0,20.18,-113.6,165.0,-3.0,93.5,15.48,-15.48,80.48,-2.065,-2.873,-2.873,0.0,-89.5,60.0,-2.873,0.0,35.1,18.8,1.3,6.08,12.81,65.0,17.09,6.9,28.1,15.48,1,1,115,91,0,1,0,0,1,1,1,0,0,0,3,1,0,24,0,0,1
1785440119.793,112436,17.7,19.13,42.0,34.0,29.64,9.55,-120.9,165.0,-3.0,80.2,13.92,-13.92,55.92,-2.198,-2.609,-2.609,0.0,-179.5,60.0,-2.609,0.0,35.0,19.13,0.84,3.37,5.35,42.0,17.39,7.96,28.52,13.92,1,1,111,99,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440119.852,112496,18.6,19.69,28.0,39.0,24.98,4.81,-128.2,165.0,-3.0,66.9,12.58,-12.58,40.58,-2.331,-2.241,-2.241,0.0,-200.8,60.0,-2.241,0.0,35.0,19.69,0.56,1.87,2.38,28.0,17.9,9.13,29.25,12.58,1,1,107,110,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440119.912,112556,17.7,17.7,6.0,42.0,18.42,0.65,-126.4,165.0,-3.0,70.2,10.6,-10.6,16.6,-2.298,-1.128,-1.128,0.0,-258.3,60.0,-1.128,0.0,35.0,17.7,0.12,0.42,0.11,6.0,16.09,8.83,26.65,10.6,1,1,108,144,0,1,0,0,0,1,0,0,0,0,2,1,0,24,0,0,1
1785440119.986,112616,15.6,15.6,-16.0,45.0,-3.6,-17.46,-113.6,165.0,3.0,506.5,11.28,-11.28,-4.72,-2.065,0.336,0.336,0.0,-289.9,60.0,0.336,0.0,35.0,15.6,-0.34,-14.39,-2.73,30.0,14.18,6.9,23.8,11.28,1,1,115,191,0,1,0,0,0,1,0,0,0,0,3,1,0,24,0,0,1
1785440120.043,112678,13.6,12.28,-27.0,49.0,-10.72,-20.91,-90.1,165.0,3.0,463.9,12.19,-12.19,-14.81,-1.639,1.016,1.016,0.0,-261.1,60.0,1.016,0.0,35.0,12.28,-0.56,-16.38,-3.97,36.19,11.16,4.13,19.07,12.19,1,1,128,215,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,1
1785440120.112,112738,11.4,9.55,-35.0,53.0,-14.34,-21.72,-61.7,165.0,3.0,412.2,13.54,-13.54,-21.46,-1.122,1.412,1.412,0.0,-219.6,60.0,1.412,0.0,35.0,9.55,-0.71,-16.23,-4.78,39.69,8.68,1.88,15.0,13.54,1,1,144,229,0,1,0,0,1,1,1,0,0,0,1,1,0,24,0,0,1
1785440120.173,112798,6.3,2.94,-59.0,57.0,-33.27,-32.92,-25.4,165.0,3.0,346.1,4.7,-4.7,-54.3,-0.461,2.58,2.58,0.0,-262.0,60.0,2.58,0.0,35.0,2.94,-1.19,-20.79,-10.94,60.09,2.67,0.38,4.7,5.88,1,1,165,274,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440120.265,112858,-1.3,-3.82,-79.0,32.0,-49.6,-41.61,18.0,165.0,3.0,267.3,6.1,6.1,-85.1,0.327,2.898,2.898,0.0,-281.1,60.0,2.898,0.0,35.0,-3.82,-1.58,-21.12,-18.92,79.0,3.48,0.22,6.1,8.52,1,1,191,287,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
1785440120.265,112918,-6.8,-9.91,-89.0,35.0,-59.03,-44.65,48.4,165.0,3.0,212.0,15.55,15.55,-104.55,0.88,2.959,2.959,0.0,-248.4,60.0,2.959,0.0,35.0,-9.91,-1.78,-18.87,-24.01,89.0,9.01,1.18,15.55,16.43,1,1,210,290,0,1,0,0,1,1,1,0,0,0,2,1,0,24,0,0,0
