pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,dbud,dmin,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785440501.757,42648,-35.8,-35.8,-9.0,45.0,-36.55,-0.68,144.5,165.0,2.999,28.7,37.22,37.22,-46.22,2.627,2.402,2.402,0.0,274.2,60.0,2.401,-0.001,36.0,-35.8,-0.18,-0.26,-0.25,9.0,32.55,7.55,45.96,37.22,1,1,276,267,0,1,0,0,0,1,0,0,0,0,3,1,0,20,0,0,1
1785440501.846,42708,-34.9,-34.9,6.0,51.0,-23.6,10.27,139.1,165.0,-3.001,425.3,37.71,37.71,-31.71,2.528,1.914,1.914,0.0,260.7,25.6,1.914,-0.001,36.0,-34.9,0.15,8.61,1.51,22.32,31.73,6.9,45.23,37.71,1,1,272,248,0,0,0,0,0,1,0,0,0,0,3,1,0,20,0,0,1
1785440501.846,42768,-31.6,-29.42,39.0,56.0,4.05,30.43,128.3,165.0,-3.001,410.2,34.0,34.0,5.0,2.332,-0.356,-0.356,0.0,342.4,60.0,-0.356,-0.001,36.0,-29.42,0.81,21.08,8.54,53.08,26.74,5.71,40.26,34.0,1,1,264,168,0,1,0,0,1,1,1,0,0,0,3,1,0,20,0,0,1
1785440501.913,42831,-25.0,-22.34,72.0,37.0,33.42,50.69,98.6,165.0,-3.001,368.6,31.84,31.84,40.16,1.791,-2.228,-2.228,0.0,407.0,60.0,-2.228,-0.001,36.0,-22.34,1.46,29.46,19.77,80.76,20.31,3.17,32.53,31.84,1,1,243,110,0,1,0,0,1,1,1,0,0,0,3,1,0,20,0,0,1
1785440501.969,42892,-19.6,-15.87,89.0,42.0,46.65,56.84,59.5,165.0,-3.001,313.9,24.17,24.17,64.83,1.08,-2.738,-2.738,0.0,371.7,60.0,-2.739,-0.001,36.0,-15.87,1.79,29.02,26.02,92.66,14.42,1.13,24.17,29.77,1,1,217,95,0,1,0,0,1,1,1,0,0,0,3,1,0,20,0,0,0
1785440502.037,42952,-14.3,-10.07,94.0,45.0,49.07,53.77,21.3,165.0,-3.001,260.5,15.8,15.8,78.2,0.386,-2.859,-2.859,0.0,284.8,60.0,-2.859,-0.001,36.0,-10.07,1.88,24.68,27.21,94.74,9.16,0.2,15.8,24.87,1,1,193,91,0,1,0,0,1,1,1,0,0,0,3,1,0,20,0,0,0
1785440502.097,43012,-8.3,-3.15,103.0,50.0,58.76,56.28,-11.8,165.0,-3.001,214.3,5.04,5.04,97.96,-0.215,-2.944,-2.944,0.0,246.0,60.0,-2.945,-0.001,36.0,-3.15,2.06,22.07,32.15,103.0,2.87,0.0,5.04,10.75,1,1,173,89,0,1,0,0,1,1,1,0,0,0,2,1,0,20,0,0,0
1785440502.169,43072,-1.9,3.82,108.0,53.0,65.15,55.75,-44.2,165.0,-3.001,168.9,6.09,-6.09,114.09,-0.805,-2.974,-2.974,0.0,191.9,60.0,-2.975,-0.001,36.0,3.82,2.16,18.24,35.35,108.0,3.47,0.66,6.09,8.03,1,1,154,88,0,1,0,0,1,1,1,0,0,0,2,1,0,20,0,0,0
1785440502.229,43134,3.2,8.78,98.0,57.0,58.01,44.76,-65.1,165.0,-3.001,139.7,13.84,-13.84,111.84,-1.185,-2.971,-2.971,0.0,79.9,60.0,-2.972,-0.001,35.9,8.78,1.96,13.69,29.11,98.0,7.98,1.35,13.84,15.94,1,1,142,88,0,1,0,0,1,1,1,0,0,0,2,1,0,20,0,0,0
1785440502.290,43194,11.1,14.07,93.0,32.0,56.7,38.75,-82.9,165.0,-3.001,114.8,21.66,-21.66,114.66,-1.508,-2.975,-2.975,0.0,24.9,60.0,-2.975,-0.001,35.9,14.07,1.86,10.68,26.21,93.0,12.79,2.2,21.66,22.36,1,1,132,88,0,1,0,0,1,1,1,0,0,0,1,1,0,20,0,0,0
1785440502.358,43254,14.5,17.38,78.0,37.0,47.08,27.0,-100.8,165.0,-3.001,89.8,23.99,-23.99,101.99,-1.834,-2.954,-2.954,0.0,-62.8,60.0,-2.954,-0.001,35.9,17.38,1.56,7.0,18.44,78.0,15.8,3.33,26.23,23.99,1,1,122,89,0,1,0,0,1,1,1,0,0,0,2,1,0,20,0,0,1
1785440502.418,43314,18.3,21.14,73.0,39.0,46.3,22.87,-113.5,165.0,-3.001,72.0,26.65,-26.65,99.65,-2.065,-2.948,-2.948,0.0,-69.1,60.0,-2.949,-0.001,35.9,21.14,1.46,5.25,16.15,73.0,19.22,4.33,31.07,26.65,1,1,115,89,0,1,0,0,1,1,1,0,0,0,1,1,0,20,0,0,1
1785440502.512,43374,20.6,23.05,57.0,43.0,38.68,14.21,-124.5,165.0,-3.001,56.6,26.63,-26.63,83.63,-2.265,-2.89,-2.89,0.0,-141.6,60.0,-2.891,-0.001,35.9,23.05,1.14,3.23,9.85,57.0,20.95,5.33,33.37,26.63,1,1,109,90,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,1
1785440502.512,43437,21.8,23.76,40.0,49.0,32.01,7.5,-131.8,165.0,-3.001,46.4,25.74,-25.74,65.74,-2.398,-2.749,-2.749,0.0,-185.5,60.0,-2.749,-0.001,35.9,23.76,0.8,1.86,4.85,40.0,21.6,6.08,34.2,25.74,1,1,105,95,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,1
1785440502.567,43497,21.9,22.89,19.0,52.0,25.26,2.16,-139.2,165.0,-3.001,36.1,22.68,-22.68,41.68,-2.531,-2.275,-2.275,0.0,-230.3,60.0,-2.276,-0.001,35.9,22.89,0.38,0.69,1.09,19.0,20.81,6.9,33.18,22.68,1,1,101,109,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,1
1785440502.639,43557,21.0,21.0,1.0,56.0,21.08,0.07,-131.8,165.0,-3.001,46.4,21.99,-21.99,22.99,-2.398,-1.496,-1.496,0.0,-245.6,30.1,-1.496,-0.001,35.9,21.0,0.02,0.05,0.0,1.0,19.09,6.08,30.9,21.99,1,1,105,132,0,0,0,0,0,1,0,0,0,0,2,1,0,21,0,0,1
1785440502.700,43617,17.0,15.95,-34.0,31.0,-11.24,-24.71,-117.2,165.0,2.999,394.7,18.17,-18.17,-15.83,-2.132,1.08,1.08,0.0,-368.6,60.0,-0.029,-0.001,35.9,15.95,-0.7,-17.61,-6.4,45.95,14.5,4.65,24.28,18.17,1,1,113,179,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,1
1785440502.762,43677,13.9,12.32,-44.0,36.0,-18.42,-27.94,-95.5,165.0,2.999,364.3,16.96,-16.96,-27.04,-1.736,1.703,1.703,0.0,-306.5,60.0,1.702,-0.001,35.9,12.32,-0.9,-18.76,-8.28,52.28,11.2,2.96,19.13,16.96,1,1,125,240,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,1
1785440502.832,43741,9.3,6.31,-68.0,44.0,-35.45,-37.97,-51.2,165.0,2.999,302.4,10.02,-10.02,-57.98,-0.932,2.643,2.643,0.0,-347.8,60.0,2.643,-0.001,35.9,6.31,-1.37,-21.38,-15.22,70.86,5.74,0.86,10.02,12.89,1,1,150,277,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,0
1785440502.892,43801,4.9,1.3,-75.0,48.0,-40.01,-37.55,-13.5,165.0,2.999,249.6,2.08,-2.08,-72.92,-0.246,2.819,2.819,0.0,-276.2,60.0,2.819,-0.001,35.9,1.3,-1.5,-18.82,-17.23,75.4,1.18,0.1,2.08,3.82,1,1,172,284,0,1,0,0,1,1,1,0,0,0,1,1,0,21,0,0,0
1785440502.961,43861,-1.0,-5.53,-89.0,51.0,-52.68,-42.86,27.8,165.0,2.999,191.9,8.8,8.8,-97.8,0.505,2.944,2.944,0.0,-256.9,60.0,2.943,-0.001,35.9,-5.53,-1.78,-17.08,-24.01,89.0,5.03,0.3,8.8,13.98,1,1,197,289,0,1,0,0,1,1,1,0,0,0,1,1,0,21,0,0,0
1785440503.021,43921,-7.3,-12.8,-100.0,55.0,-65.06,-47.51,56.3,165.0,2.999,152.0,19.82,19.82,-119.82,1.023,2.98,2.98,0.0,-231.1,60.0,2.979,-0.001,35.9,-12.8,-2.0,-15.2,-30.31,100.0,11.63,1.02,19.82,24.94,1,1,215,291,0,1,0,0,1,1,1,0,0,0,2,1,0,21,0,0,0
1785440503.083,43981,-13.0,-18.9,-100.0,59.0,-67.86,-44.52,77.7,165.0,2.999,122.1,28.23,28.23,-128.23,1.412,2.987,2.987,0.0,-157.6,60.0,2.986,-0.001,35.9,-18.9,-2.0,-12.21,-30.31,100.0,17.18,1.93,28.23,31.19,1,1,229,291,0,1,0,0,1,1,1,0,0,0,1,1,0,21,0,0,0
1785440503.172,44045,-20.9,-24.45,-96.0,37.0,-67.31,-38.97,97.1,165.0,2.999,94.9,34.99,34.99,-130.99,1.765,2.988,2.988,0.0,-90.2,60.0,2.988,-0.001,35.9,-24.45,-1.92,-9.11,-27.93,96.0,22.23,3.07,34.99,35.15,1,1,242,291,0,1,0,0,1,1,1,0,0,0,3,1,0,21,0,0,0
1785440503.172,44105,-23.3,-29.71,-93.0,69.0,-68.26,-35.04,111.4,165.0,2.999,74.9,38.73,38.73,-131.73,2.025,2.989,2.989,0.0,-46.4,60.0,2.988,-0.001,35.0,-29.71,-1.86,-6.97,-26.21,93.0,27.01,4.15,40.55,38.73,1,1,252,291,0,1,0,0,1,1,1,0,1,0,3,1,0,21,0,0,1
1785440503.236,44165,-28.6,-33.55,-84.0,59.0,-64.37,-28.01,122.9,165.0,2.999,58.9,40.56,40.56,-124.56,2.234,2.984,2.984,0.0,8.1,60.0,2.983,-0.001,35.0,-33.55,-1.68,-4.95,-21.39,84.0,30.5,5.18,44.09,40.56,1,1,260,291,0,1,0,0,1,1,1,0,0,0,3,1,0,21,0,0,1
1785440503.291,44225,-32.4,-35.66,-64.0,51.0,-53.81,-16.5,133.7,165.0,2.999,43.8,40.12,40.12,-104.12,2.43,2.958,2.958,0.0,100.8,60.0,2.957,-0.001,35.0,-35.66,-1.28,-2.8,-12.41,64.0,32.42,6.29,45.85,40.12,1,1,268,290,0,1,0,0,1,1,1,0,0,0,3,1,0,21,0,0,1
