pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop
1785438405.308,20,113.7,122.76,162.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0,1,211,210,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
1785438405.410,80,117.8,125.42,125.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0,1,210,210,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0
1785438405.410,140,110.2,110.2,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1,1,210,210,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0
1785438405.490,200,107.0,106.01,-22.0,45.0,103.04,-2.71,45.3,165.0,3.0,36.3,64.19,-64.19,42.19,0.823,-2.29,-2.29,0.0,-70.6,19.3,-0.278,0.0,0.0,1,1,208,171,0,0,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438405.561,260,104.3,102.62,-35.0,48.0,96.19,-5.85,29.4,165.0,3.0,41.1,63.87,-63.87,28.87,0.535,-1.789,-1.789,0.0,-114.5,19.4,-1.441,0.0,0.0,1,1,198,134,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0
1785438405.659,320,101.4,99.08,-43.0,54.0,89.75,-8.49,9.8,165.0,3.0,47.0,63.45,-63.45,20.45,0.178,-1.355,-1.355,0.0,-115.9,19.5,-1.355,0.0,0.0,1,1,186,137,0,0,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438405.659,380,98.7,96.03,-46.0,58.0,85.32,-9.74,-5.1,165.0,3.0,51.5,63.08,-63.08,17.08,-0.092,-1.157,-1.157,0.0,-94.0,19.6,-1.157,0.0,0.0,1,1,177,143,0,0,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438405.728,440,96.5,95.41,-32.0,34.0,89.19,-5.66,-20.3,165.0,3.0,56.1,63.41,-63.41,31.41,-0.369,-1.902,-1.902,0.0,4.4,19.6,-1.902,0.0,0.0,1,1,168,120,0,0,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438405.801,500,94.2,92.68,-39.0,39.0,83.8,-8.08,-37.3,165.0,3.0,61.3,62.93,-62.93,23.93,-0.678,-1.546,-1.546,0.0,-36.7,19.7,-1.546,0.0,0.0,1,1,158,131,0,0,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438405.904,560,91.2,89.22,-46.0,43.0,77.44,-10.71,-46.0,165.0,3.0,63.9,62.19,-62.19,16.19,-0.837,-1.102,-1.102,0.0,-57.3,19.8,-1.102,0.0,0.0,1,1,153,145,0,0,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438405.904,620,87.9,85.21,-56.0,48.0,68.9,-14.83,-49.5,165.0,3.0,65.0,60.77,-60.77,4.77,-0.9,-0.339,-0.339,0.0,-94.3,20.0,-0.478,0.0,0.0,1,1,151,164,0,0,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438405.977,680,83.5,79.98,-69.0,51.0,57.28,-20.64,-40.8,165.0,3.0,62.4,57.69,-57.69,-11.31,-0.742,0.789,0.789,0.0,-134.7,60.0,0.789,0.0,0.0,1,1,156,207,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.071,740,79.0,75.13,-73.0,53.0,50.86,-22.07,-23.7,165.0,3.0,57.2,55.17,-55.17,-17.83,-0.43,1.202,1.202,0.0,-110.3,60.0,1.202,0.0,0.0,1,1,166,221,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438406.071,800,74.3,69.99,-77.0,56.0,44.23,-23.42,-1.7,165.0,3.0,50.5,51.77,-51.77,-25.23,-0.031,1.613,1.613,0.0,-91.6,60.0,1.613,0.0,0.0,1,1,179,236,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.145,860,66.2,63.29,-91.0,32.0,29.32,-30.88,21.2,165.0,3.0,43.6,40.17,-40.17,-50.83,0.386,2.51,2.51,0.0,-131.7,60.0,2.51,0.0,0.0,1,1,193,271,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438406.214,920,60.7,57.28,-95.0,36.0,21.36,-32.66,46.8,165.0,3.0,35.8,31.34,-31.34,-63.66,0.852,2.724,2.724,0.0,-111.9,60.0,2.724,0.0,0.0,1,1,209,280,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.313,980,55.9,52.39,-90.0,39.0,20.52,-28.98,68.7,165.0,3.0,29.2,30.3,-30.3,-59.7,1.248,2.67,2.67,0.0,-48.2,60.0,2.67,0.0,0.0,1,1,223,278,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.313,1040,49.9,45.65,-99.0,43.0,8.21,-34.03,86.7,165.0,3.0,23.7,12.96,-12.96,-86.04,1.576,2.902,2.902,0.0,-78.2,60.0,2.902,0.0,36.0,1,1,235,288,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438406.383,1100,44.8,40.29,-96.0,47.0,5.46,-31.66,102.8,165.0,3.0,18.8,8.69,-8.69,-87.31,1.869,2.908,2.908,0.0,-42.6,60.0,2.908,0.0,36.0,1,1,246,288,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.492,1160,40.0,35.22,-92.0,52.0,3.47,-28.87,115.7,165.0,3.0,14.9,5.53,-5.53,-86.47,2.103,2.904,2.904,0.0,-16.2,60.0,2.904,0.0,36.0,1,1,255,288,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.492,1220,35.7,31.33,-81.0,54.0,6.57,-22.51,124.2,165.0,3.0,12.4,10.42,-10.42,-70.58,2.258,2.799,2.799,0.0,46.6,60.0,2.799,0.0,36.0,1,1,261,283,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.562,1280,32.6,28.83,-65.0,58.0,12.55,-14.8,129.6,165.0,3.0,10.7,19.46,-19.46,-45.54,2.356,2.384,2.384,0.0,110.8,60.0,2.384,0.0,36.0,1,1,265,266,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.631,1340,29.0,27.47,-45.0,34.0,19.16,-7.56,126.9,165.0,3.0,11.5,28.57,-28.57,-16.43,2.307,1.117,1.117,0.0,185.7,60.0,1.117,0.0,36.0,1,1,263,218,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.731,1400,28.4,27.51,-24.0,37.0,24.68,-2.57,117.1,165.0,3.0,14.5,35.26,-35.26,11.26,2.129,-0.785,-0.785,0.0,244.2,27.8,-0.309,0.0,36.0,1,1,256,170,0,0,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.731,1460,28.5,27.67,-13.0,64.0,26.5,-1.06,91.2,165.0,3.0,22.4,37.26,-37.26,24.26,1.658,-1.563,-1.563,0.0,224.8,27.7,-1.563,0.0,36.0,1,1,238,130,0,0,0,0,1,1,1,0,1,0,3,1,0,2,0,0
1785438406.800,1520,29.7,29.7,9.0,48.0,31.05,1.23,54.7,165.0,-3.0,66.6,41.84,-41.84,50.84,0.994,-2.51,-2.51,0.0,268.2,60.0,-2.51,0.0,36.0,1,1,214,102,0,1,0,0,0,1,0,0,0,0,3,1,0,2,0,0
1785438406.909,1580,31.1,31.1,19.0,52.0,34.0,2.64,21.2,165.0,-3.0,56.4,44.47,-44.47,63.47,0.386,-2.721,-2.721,0.0,233.7,60.0,-2.721,0.0,36.0,1,1,193,95,0,1,0,0,0,1,0,0,0,0,3,1,0,2,0,0
1785438406.909,1640,33.4,35.31,33.0,58.0,41.37,5.51,-10.1,165.0,-3.0,46.9,50.0,-50.0,83.0,-0.184,-2.887,-2.887,0.0,227.7,60.0,-2.887,0.0,36.0,1,1,174,90,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438406.978,1700,36.5,37.65,36.0,32.0,44.25,6.0,-40.8,165.0,-3.0,37.6,51.78,-51.78,87.78,-0.742,-2.91,-2.91,0.0,172.0,60.0,-2.91,0.0,36.0,1,1,156,90,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438407.049,1760,37.5,38.49,26.0,38.0,42.19,3.37,-63.4,165.0,-3.0,30.8,50.53,-50.53,76.53,-1.153,-2.847,-2.847,0.0,63.5,60.0,-2.847,0.0,36.0,1,1,143,92,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438407.146,1820,38.4,39.22,20.0,41.0,41.54,2.11,-83.0,165.0,-3.0,24.9,50.11,-50.11,70.11,-1.508,-2.794,-2.794,0.0,9.7,60.0,-2.794,0.0,36.0,1,1,132,93,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438407.146,1880,38.7,39.18,11.0,44.0,40.08,0.81,-97.3,165.0,-3.0,20.5,49.13,-49.13,60.13,-1.769,-2.676,-2.676,0.0,-39.8,60.0,-2.676,0.0,36.0,1,1,124,97,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438407.216,1940,38.4,38.4,3.0,50.0,38.55,0.14,-108.1,165.0,-3.0,17.2,48.06,-48.06,51.06,-1.965,-2.515,-2.515,0.0,-69.2,24.8,-2.515,0.0,36.0,1,1,118,101,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0
1785438407.288,2000,37.8,37.8,-5.0,55.0,36.55,-1.14,-113.6,165.0,3.0,84.4,46.55,-46.55,41.55,-2.065,-2.271,-2.271,0.0,-86.6,25.0,-2.271,0.0,36.0,1,1,115,109,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0
1785438407.395,2060,36.5,36.5,-14.0,33.0,33.36,-2.85,-115.4,165.0,3.0,85.0,43.92,-43.92,29.92,-2.098,-1.837,-1.837,0.0,-108.5,25.3,-1.837,0.0,34.6,1,1,114,122,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0
1785438407.396,2120,34.3,33.24,-28.0,38.0,26.12,-6.47,-115.4,165.0,3.0,85.0,36.84,-36.84,8.84,-2.098,-0.623,-0.623,0.0,-150.7,26.1,-0.797,0.0,34.6,1,1,114,154,0,0,0,0,1,1,1,0,0,0,2,1,0,2,0,0
1785438407.466,2180,30.7,28.64,-49.0,42.0,13.83,-13.46,-97.3,165.0,3.0,79.5,21.32,-21.32,-27.68,-1.769,1.733,1.733,0.0,-219.4,60.0,1.733,0.0,34.6,1,1,124,241,0,1,0,0,1,1,1,0,0,0,3,1,0,2,0,0
1785438407.563,2240,28.7,24.56,-56.0,74.0,7.87,-15.17,-60.0,165.0,3.0,68.2,12.44,-12.44,-43.56,-1.09,2.33,2.33,0.0,-182.8,60.0,2.33,0.0,34.6,1,1,145,264,0,1,0,0,1,1,1,0,1,1,2,1,0,3,0,0
1785438407.563,2300,20.5,16.47,-84.0,48.0,-14.38,-28.05,-20.3,165.0,3.0,56.1,22.1,22.1,-106.1,-0.369,2.962,2.962,0.0,-260.3,60.0,2.962,0.0,34.6,1,1,168,290,0,1,0,0,1,1,1,0,0,0,2,1,0,3,0,0
1785438407.633,2360,20.5,11.43,-84.0,108.0,-18.06,-26.81,18.0,165.0,3.0,44.6,27.13,27.13,-111.13,0.327,2.97,2.97,0.0,-178.8,60.0,2.97,0.0,34.6,1,1,191,291,0,1,0,0,1,1,1,0,1,1,2,1,0,4,0,0
1785438407.703,2420,7.0,2.92,-102.0,40.0,-37.86,-37.08,51.6,165.0,3.0,34.4,47.55,47.55,-149.55,0.937,2.995,2.995,0.0,-220.4,60.0,2.995,0.0,34.6,1,1,212,292,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438407.801,2480,0.2,-4.57,-111.0,43.0,-51.49,-42.65,73.2,165.0,3.0,27.8,55.45,55.45,-166.45,1.33,2.998,2.998,0.0,-193.9,60.0,2.998,0.0,34.6,1,1,226,292,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438407.802,2540,-5.7,-10.88,-108.0,48.0,-54.74,-39.88,92.7,165.0,3.0,21.9,56.78,56.78,-164.78,1.686,2.998,2.998,0.0,-113.0,60.0,2.998,0.0,34.6,1,1,239,292,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438407.882,2600,-10.7,-15.89,-98.0,53.0,-51.86,-32.7,110.0,165.0,3.0,16.7,55.61,55.61,-153.61,1.999,2.996,2.996,0.0,-27.5,60.0,2.996,0.0,34.6,1,1,251,292,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438407.980,2660,-16.1,-21.47,-96.0,56.0,-55.66,-31.08,122.8,165.0,3.0,12.8,57.12,57.12,-153.12,2.234,2.996,2.996,0.0,-7.3,60.0,2.996,0.0,34.6,1,1,260,292,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438407.980,2720,-20.0,-25.0,-82.0,61.0,-50.08,-22.8,133.7,165.0,3.0,9.5,54.82,54.82,-136.82,2.43,2.991,2.991,0.0,62.1,60.0,2.991,0.0,34.6,1,1,268,292,0,1,0,0,1,1,1,0,1,0,3,1,0,4,0,0
1785438408.050,2780,-23.7,-25.28,-48.0,33.0,-34.41,-8.3,140.4,165.0,3.0,7.4,44.82,44.82,-92.82,2.553,2.929,2.929,0.0,220.7,60.0,2.929,0.0,34.6,1,1,273,289,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.119,2840,-25.0,-26.15,-32.0,36.0,-30.46,-3.92,147.2,165.0,3.0,5.4,41.28,41.28,-73.28,2.676,2.822,2.822,0.0,240.9,60.0,2.822,0.0,34.6,1,1,278,284,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.219,2900,-24.9,-25.33,-11.0,39.0,-26.03,-0.64,148.5,165.0,3.0,5.0,36.76,36.76,-47.76,2.701,2.44,2.44,0.0,282.1,60.0,2.44,0.0,34.6,1,1,279,268,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.219,2960,-23.4,-23.4,12.0,42.0,-20.18,2.93,145.8,165.0,-3.0,94.2,29.87,29.87,-17.87,2.651,1.205,1.205,0.0,320.1,29.2,1.318,0.0,34.6,1,1,277,226,0,0,0,0,0,1,0,0,0,0,3,1,0,4,0,0
1785438408.300,3020,-20.7,-19.17,34.0,45.0,-9.53,8.77,128.3,165.0,-3.0,88.9,14.97,14.97,19.03,2.332,-1.273,-1.273,0.0,335.0,60.0,-1.217,0.0,34.0,1,1,264,141,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.399,3080,-16.5,-13.55,59.0,50.0,6.23,17.99,98.5,165.0,-3.0,79.9,9.9,-9.9,68.9,1.791,-2.783,-2.783,0.0,355.0,60.0,-2.783,0.0,34.0,1,1,243,94,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.399,3140,-12.4,-8.55,70.0,55.0,15.65,22.01,62.6,165.0,-3.0,69.0,23.88,-23.88,93.88,1.137,-2.932,-2.932,0.0,299.7,60.0,-2.932,0.0,34.0,1,1,219,89,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438408.466,3200,-3.6,-0.6,97.0,31.0,39.54,36.49,26.2,165.0,-3.0,57.9,48.76,-48.76,145.76,0.475,-2.994,-2.994,0.0,343.8,60.0,-2.994,0.0,34.0,1,1,196,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.537,3260,2.2,5.83,101.0,36.0,47.33,37.73,-8.5,165.0,-3.0,47.4,53.48,-53.48,154.48,-0.154,-2.996,-2.996,0.0,257.6,60.0,-2.996,0.0,34.0,1,1,175,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.635,3320,7.7,11.74,101.0,40.0,52.15,36.74,-40.8,165.0,-3.0,37.6,55.73,-55.73,156.73,-0.742,-2.997,-2.997,0.0,178.4,60.0,-2.997,0.0,34.0,1,1,156,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.635,3380,13.3,18.03,103.0,46.0,59.16,37.38,-63.4,165.0,-3.0,30.8,58.3,-58.3,161.3,-1.153,-2.997,-2.997,0.0,130.4,60.0,-2.997,0.0,34.0,1,1,143,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.704,3440,17.4,22.13,91.0,52.0,54.23,29.18,-83.0,165.0,-3.0,24.9,56.58,-56.58,147.58,-1.508,-2.995,-2.995,0.0,34.6,60.0,-2.995,0.0,34.0,1,1,132,87,0,1,0,0,1,1,1,0,0,0,1,1,0,4,0,0
1785438408.808,3500,22.1,27.14,87.0,58.0,56.2,26.42,-99.1,165.0,-3.0,20.0,57.31,-57.31,144.31,-1.801,-2.994,-2.994,0.0,1.2,60.0,-2.994,0.0,34.0,1,1,123,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.808,3560,27.8,30.35,75.0,34.0,52.04,19.72,-113.6,165.0,-3.0,15.6,55.69,-55.69,130.69,-2.065,-2.988,-2.988,0.0,-58.7,60.0,-2.988,0.0,34.0,1,1,115,88,0,1,0,0,1,1,1,0,0,0,1,1,0,4,0,0
1785438408.883,3620,29.5,31.74,56.0,40.0,44.18,11.31,-124.6,165.0,-3.0,12.3,51.74,-51.74,107.74,-2.265,-2.965,-2.965,0.0,-146.5,60.0,-2.965,0.0,34.0,1,1,109,88,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438408.952,3680,30.5,32.16,37.0,45.0,37.95,5.26,-131.9,165.0,-3.0,10.0,47.61,-47.61,84.61,-2.398,-2.895,-2.895,0.0,-200.7,60.0,-2.895,0.0,34.0,1,1,105,90,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.052,3740,30.7,31.56,18.0,48.0,33.21,1.49,-137.4,165.0,-3.0,8.4,43.79,-43.79,61.79,-2.498,-2.699,-2.699,0.0,-236.6,60.0,-2.699,0.0,34.0,1,1,102,96,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.052,3800,30.1,30.1,0.0,52.0,30.1,0.0,-139.2,165.0,3.0,0.0,40.93,-40.93,40.93,-2.531,-2.252,-2.252,0.0,-250.5,27.0,-2.252,0.0,34.0,1,1,101,109,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,0
1785438409.122,3860,29.1,29.1,-10.0,55.0,26.57,-2.3,-133.7,165.0,3.0,90.5,37.33,-37.33,27.33,-2.431,-1.717,-1.717,0.0,-221.5,27.3,-1.717,0.0,34.0,1,1,104,126,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,0
1785438409.191,3920,24.2,22.79,-47.0,30.0,8.03,-13.42,-119.1,165.0,3.0,86.1,12.68,-12.68,-34.32,-2.165,2.021,2.021,0.0,-358.6,60.0,0.371,0.0,34.0,1,1,112,192,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.297,3980,20.9,19.01,-54.0,35.0,2.19,-15.29,-88.3,165.0,3.0,76.8,3.51,-3.51,-50.49,-1.606,2.503,2.503,0.0,-284.8,60.0,2.503,0.0,34.0,1,1,129,271,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.298,4040,17.0,14.38,-64.0,41.0,-5.89,-18.42,-47.8,165.0,3.0,64.5,9.35,9.35,-73.35,-0.868,2.823,2.823,0.0,-253.8,60.0,2.823,0.0,36.0,1,1,152,284,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.370,4100,11.9,8.39,-78.0,45.0,-18.22,-24.2,-8.5,165.0,3.0,52.6,27.35,27.35,-105.35,-0.154,2.96,2.96,0.0,-241.0,60.0,2.96,0.0,36.0,1,1,175,290,0,1,0,0,1,1,1,0,0,0,1,1,0,4,0,0
1785438409.469,4160,6.5,2.1,-88.0,50.0,-29.68,-28.89,27.8,165.0,3.0,41.6,40.52,40.52,-128.52,0.505,2.987,2.987,0.0,-216.6,60.0,2.987,0.0,36.0,1,1,197,291,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.469,4220,0.0,-5.61,-102.0,55.0,-46.13,-36.84,59.4,165.0,3.0,32.0,52.84,52.84,-154.84,1.08,2.996,2.996,0.0,-215.3,60.0,2.996,0.0,36.0,1,1,217,292,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.538,4280,-5.7,-11.71,-102.0,59.0,-51.51,-36.18,80.7,165.0,3.0,25.6,55.46,55.46,-157.46,1.467,2.997,2.997,0.0,-147.3,60.0,2.997,0.0,36.0,1,1,231,292,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438409.608,4340,-14.5,-18.14,-104.0,35.0,-58.74,-36.91,100.0,165.0,3.0,19.7,58.17,58.17,-162.17,1.817,2.997,2.997,0.0,-109.8,60.0,2.997,0.0,36.0,1,1,244,292,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.708,4400,-19.8,-23.72,-98.0,40.0,-59.55,-32.58,114.3,165.0,3.0,15.4,58.42,58.42,-156.42,2.077,2.997,2.997,0.0,-39.5,60.0,2.997,0.0,36.0,1,1,254,292,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.708,4460,-23.5,-26.93,-78.0,44.0,-49.95,-20.93,125.6,165.0,3.0,12.0,54.76,54.76,-132.76,2.283,2.989,2.989,0.0,81.4,60.0,2.989,0.0,36.0,1,1,262,291,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.786,4520,-26.7,-30.05,-67.0,50.0,-47.16,-15.55,135.0,165.0,3.0,9.1,53.38,53.38,-120.38,2.455,2.981,2.981,0.0,115.4,60.0,2.981,0.0,36.0,1,1,269,291,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.884,4580,-29.3,-32.21,-54.0,54.0,-43.54,-10.3,141.8,165.0,3.0,7.0,51.36,51.36,-105.36,2.578,2.961,2.961,0.0,143.1,60.0,2.961,0.0,36.0,1,1,274,290,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.885,4640,-29.9,-31.55,-28.0,59.0,-34.95,-3.09,147.2,165.0,3.0,5.4,45.26,45.26,-73.26,2.676,2.822,2.822,0.0,225.3,60.0,2.822,0.0,36.0,1,1,278,284,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438409.955,4700,-27.1,-26.3,23.0,35.0,-19.92,5.79,147.2,165.0,-3.0,94.6,29.54,29.54,-6.54,2.676,0.464,0.464,0.0,424.9,28.2,1.535,0.0,36.0,1,1,278,234,0,0,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.025,4760,-23.1,-21.04,53.0,39.0,-2.84,16.55,131.0,165.0,-3.0,89.7,4.53,4.53,48.47,2.381,-2.457,-2.457,0.0,459.3,60.0,-1.431,0.0,36.0,1,1,266,134,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.122,4820,-18.7,-15.54,72.0,44.0,11.66,24.72,98.5,165.0,-3.0,79.9,18.15,-18.15,90.15,1.791,-2.919,-2.919,0.0,422.1,60.0,-2.919,0.0,36.0,1,1,243,90,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.123,4880,-13.8,-9.92,81.0,48.0,21.12,28.22,64.1,165.0,-3.0,69.4,31.05,-31.05,112.05,1.166,-2.971,-2.971,0.0,336.4,60.0,-2.971,0.0,36.0,1,1,220,88,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.202,4940,-7.2,-1.85,101.0,53.0,41.37,39.3,27.8,165.0,-3.0,58.4,50.0,-50.0,151.0,0.505,-2.995,-2.995,0.0,322.7,60.0,-2.995,0.0,36.0,1,1,197,87,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.303,5000,-0.1,6.56,117.0,57.0,60.88,49.38,-8.5,165.0,-3.0,47.4,58.82,-58.82,175.82,-0.154,-2.999,-2.999,0.0,298.0,60.0,-2.999,0.0,36.0,1,1,175,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.303,5060,8.9,12.7,112.0,34.0,61.76,44.59,-37.3,165.0,-3.0,38.7,59.07,-59.07,171.07,-0.678,-2.998,-2.998,0.0,176.8,60.0,-2.998,0.0,36.0,1,1,158,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.371,5120,14.7,19.02,108.0,40.0,63.93,40.84,-63.4,165.0,-3.0,30.8,59.65,-59.65,167.65,-1.153,-2.998,-2.998,0.0,95.8,60.0,-2.998,0.0,36.0,1,1,143,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.440,5180,19.9,24.49,102.0,45.0,64.27,36.16,-81.2,165.0,-3.0,25.4,59.73,-59.73,161.73,-1.476,-2.997,-2.997,0.0,30.5,60.0,-2.997,0.0,36.0,1,1,133,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.539,5240,24.0,28.25,85.0,50.0,56.12,25.34,-97.3,165.0,-3.0,20.5,57.28,-57.28,142.28,-1.769,-2.993,-2.993,0.0,-72.5,60.0,-2.993,0.0,36.0,1,1,124,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.540,5300,28.7,33.2,85.0,53.0,60.67,24.97,-111.8,165.0,-3.0,16.1,58.76,-58.76,143.76,-2.032,-2.994,-2.994,0.0,-49.8,60.0,-2.994,0.0,36.0,1,1,116,87,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.608,5360,32.0,33.67,54.0,31.0,45.34,10.61,-122.7,165.0,-3.0,12.8,52.4,-52.4,106.4,-2.231,-2.962,-2.962,0.0,-197.3,60.0,-2.962,0.0,36.0,1,1,110,88,0,1,0,0,1,1,1,0,0,0,3,1,0,4,0,0
1785438410.718,5420,34.3,35.91,46.0,35.0,44.51,7.82,-130.0,165.0,-3.0,10.6,51.93,-51.93,97.93,-2.365,-2.944,-2.944,0.0,-181.2,60.0,-2.944,0.0,36.0,1,1,106,89,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.718,5480,35.0,36.12,28.0,40.0,39.61,3.17,-137.4,165.0,-3.0,8.4,48.81,-48.81,76.81,-2.498,-2.849,-2.849,0.0,-223.5,60.0,-2.849,0.0,36.0,1,1,102,92,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.789,5540,34.9,35.46,13.0,43.0,36.4,0.86,-142.9,165.0,-3.0,6.7,46.44,-46.44,59.44,-2.598,-2.666,-2.666,0.0,-227.4,60.0,-2.666,0.0,36.0,1,1,99,97,0,1,0,0,1,1,1,0,0,0,2,1,0,4,0,0
1785438410.858,5600,33.2,33.2,-13.0,47.0,29.79,-3.1,-142.9,165.0,3.0,93.3,40.63,-40.63,27.63,-2.598,-1.731,-1.731,0.0,-298.7,26.1,-1.974,0.0,36.0,1,1,99,118,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,0
1785438410.958,5660,30.6,29.1,-30.0,50.0,20.76,-7.59,-133.7,165.0,3.0,90.5,30.59,-30.59,0.59,-2.431,-0.042,-0.042,0.0,-292.2,27.3,-0.358,0.0,36.0,1,1,104,168,0,0,0,0,1,1,1,0,0,0,3,1,0,4,0,0
