pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop
1785438422.324,17120,-22.2,-26.64,-111.0,40.0,-72.51,-41.7,101.4,165.0,3.0,19.3,61.44,61.44,-172.44,1.843,2.998,2.998,0.0,-87.3,60.0,2.998,0.0,35.0,1,1,245,292,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.325,17180,-28.3,-33.4,-111.0,46.0,-78.74,-41.22,115.7,165.0,3.0,14.9,62.36,62.36,-173.36,2.103,2.998,2.998,0.0,-53.5,60.0,2.998,0.0,35.0,1,1,255,292,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.393,17240,-32.7,-37.39,-92.0,51.0,-68.84,-28.59,125.6,165.0,3.0,12.0,60.76,60.76,-152.76,2.283,2.996,2.996,0.0,55.8,60.0,2.996,0.0,35.0,1,1,262,292,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.463,17300,-36.3,-40.42,-75.0,55.0,-61.57,-19.23,135.0,165.0,3.0,9.1,59.02,59.02,-134.02,2.455,2.99,2.99,0.0,124.7,60.0,2.99,0.0,35.0,1,1,269,292,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.561,17360,-39.6,-41.26,-49.0,34.0,-50.73,-8.6,141.8,165.0,3.0,7.0,55.11,55.11,-104.11,2.578,2.958,2.958,0.0,219.4,60.0,2.958,0.0,35.0,1,1,274,290,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.562,17420,-40.9,-42.15,-32.0,39.0,-46.45,-3.92,147.2,165.0,3.0,5.4,53.01,53.01,-85.01,2.676,2.897,2.897,0.0,245.9,60.0,2.897,0.0,35.0,1,1,278,287,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.642,17480,-40.7,-41.13,-10.0,43.0,-41.73,-0.55,149.9,165.0,3.0,4.6,50.23,50.23,-60.23,2.725,2.678,2.678,0.0,291.4,60.0,2.678,0.0,35.0,1,1,280,278,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.740,17540,-38.2,-37.12,23.0,47.0,-30.67,5.86,149.9,165.0,-3.0,95.4,41.48,41.48,-18.48,2.725,1.241,1.241,0.0,373.5,25.1,1.767,0.0,35.0,1,1,280,242,0,0,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.740,17600,-35.5,-33.51,39.0,51.0,-21.53,10.9,137.7,165.0,-3.0,91.7,31.54,31.54,7.46,2.504,-0.527,-0.527,0.0,340.2,60.0,-0.453,0.0,35.0,1,1,271,165,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.810,17660,-32.2,-29.18,55.0,55.0,-10.94,16.58,110.0,165.0,-3.0,83.3,17.09,17.09,37.91,1.999,-2.153,-2.153,0.0,316.8,60.0,-2.153,0.0,35.0,1,1,251,112,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.880,17720,-23.5,-20.4,97.0,32.0,22.48,38.98,73.2,165.0,-3.0,72.2,32.7,-32.7,129.7,1.33,-2.988,-2.988,0.0,442.6,60.0,-2.988,0.0,35.0,1,1,226,88,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438422.979,17780,-17.2,-13.21,108.0,37.0,36.11,44.83,37.4,165.0,-3.0,61.3,46.2,-46.2,154.2,0.68,-2.996,-2.996,0.0,368.8,60.0,-2.996,0.0,35.0,1,1,203,87,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438422.979,17840,-10.8,-6.4,113.0,39.0,44.96,46.69,1.6,165.0,-3.0,50.5,52.19,-52.19,165.19,0.03,-2.998,-2.998,0.0,283.4,60.0,-2.998,0.0,35.0,1,1,181,87,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438423.049,17900,-4.8,0.39,113.0,46.0,50.52,45.57,-30.4,165.0,-3.0,40.8,55.02,-55.02,168.02,-0.553,-2.998,-2.998,0.0,197.3,60.0,-2.998,0.0,35.0,1,1,162,87,0,1,0,0,1,1,1,0,0,0,1,1,0,6,0,0
1785438423.156,17960,2.3,8.24,119.0,50.0,62.45,49.28,-54.7,165.0,-3.0,33.4,59.26,-59.26,178.26,-0.995,-2.999,-2.999,0.0,157.8,60.0,-2.999,0.0,35.0,1,1,148,87,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438423.156,18020,7.8,13.74,110.0,54.0,59.63,41.73,-79.4,165.0,-3.0,25.9,58.45,-58.45,168.45,-1.443,-2.998,-2.998,0.0,64.1,60.0,-2.998,0.0,35.0,1,1,134,87,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438423.226,18080,15.9,19.06,99.0,32.0,56.21,33.77,-95.5,165.0,-3.0,21.1,57.32,-57.32,156.32,-1.736,-2.996,-2.996,0.0,-21.3,60.0,-2.996,0.0,36.0,1,1,125,87,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438423.296,18140,20.7,24.14,93.0,37.0,56.73,29.63,-109.9,165.0,-3.0,16.7,57.5,-57.5,150.5,-1.998,-2.995,-2.995,0.0,-49.3,60.0,-2.995,0.0,36.0,1,1,117,87,0,1,0,0,1,1,1,0,0,0,1,1,0,6,0,0
1785438423.394,18200,22.6,25.48,67.0,43.0,42.9,15.84,-120.9,165.0,-3.0,13.4,50.97,-50.97,117.97,-2.198,-2.978,-2.978,0.0,-175.7,60.0,-2.978,0.0,36.0,1,1,111,88,0,1,0,0,1,1,1,0,0,0,3,1,0,6,0,0
1785438423.394,18260,24.7,27.2,51.0,49.0,37.58,9.44,-130.0,165.0,-3.0,10.6,47.34,-47.34,98.34,-2.365,-2.945,-2.945,0.0,-204.4,60.0,-2.945,0.0,36.0,1,1,106,89,0,1,0,0,1,1,1,0,0,0,2,1,0,6,0,0
1785438423.464,18320,27.0,29.44,46.0,53.0,37.9,7.69,-139.2,165.0,-3.0,7.8,47.58,-47.58,93.58,-2.531,-2.931,-2.931,0.0,-165.1,60.0,-2.931,0.0,36.0,1,1,101,89,0,1,0,0,1,1,1,0,0,0,1,1,0,6,0,0
1785438423.535,18380,27.7,31.27,42.0,85.0,38.38,6.47,-142.9,165.0,-3.0,6.7,47.93,-47.93,89.93,-2.598,-2.918,-2.918,0.0,-131.8,60.0,-2.918,0.0,36.0,1,1,99,90,0,1,0,0,1,1,1,0,1,1,1,1,0,7,0,0
1785438423.643,18440,26.7,26.7,8.0,33.0,27.14,0.4,-144.8,165.0,-3.0,6.1,37.94,-37.94,45.94,-2.632,-2.395,-2.395,0.0,-265.9,60.0,-2.395,0.0,36.0,1,1,98,105,0,1,0,0,0,1,0,0,0,0,1,1,0,7,0,0
1785438423.644,18500,22.9,22.9,-20.0,37.0,17.57,-4.85,-142.9,165.0,3.0,93.3,26.48,-26.48,6.48,-2.598,-0.459,-0.459,0.0,-332.8,29.4,-1.228,0.0,36.0,1,1,99,141,0,0,0,0,0,1,0,0,0,0,3,1,0,7,0,0
1785438423.713,18560,20.9,19.71,-29.0,41.0,11.99,-7.02,-124.6,165.0,3.0,87.7,18.65,-18.65,-10.35,-2.265,0.725,0.725,0.0,-278.8,60.0,0.725,0.0,36.0,1,1,109,205,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438423.812,18620,15.5,12.62,-64.0,45.0,-9.31,-19.94,-86.6,165.0,3.0,76.2,14.63,14.63,-78.63,-1.573,2.861,2.861,0.0,-389.6,60.0,2.62,0.0,36.0,1,1,130,276,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438423.812,18680,11.8,8.27,-68.0,52.0,-14.24,-20.46,-49.5,165.0,3.0,65.0,21.89,21.89,-89.89,-0.9,2.918,2.918,0.0,-287.2,60.0,2.918,0.0,36.0,1,1,151,288,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438423.881,18740,3.5,0.75,-89.0,31.0,-32.96,-30.64,-10.1,165.0,3.0,53.1,43.57,43.57,-132.57,-0.184,2.989,2.989,0.0,-299.1,60.0,2.989,0.0,36.0,1,1,174,291,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438423.951,18800,-3.2,-7.15,-104.0,38.0,-50.25,-39.19,27.8,165.0,3.0,41.6,54.9,54.9,-158.9,0.505,2.997,2.997,0.0,-284.0,60.0,2.997,0.0,36.0,1,1,197,292,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438424.050,18860,-10.0,-14.81,-112.0,43.0,-63.1,-43.9,57.9,165.0,3.0,32.5,59.43,59.43,-171.43,1.052,2.998,2.998,0.0,-235.2,60.0,2.998,0.0,36.0,1,1,216,292,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438424.050,18920,-17.7,-23.4,-124.0,46.0,-80.81,-52.19,82.2,165.0,3.0,25.1,62.61,62.61,-186.61,1.494,2.999,2.999,0.0,-221.8,60.0,2.999,0.0,36.0,1,1,232,292,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.120,18980,-24.0,-30.23,-120.0,52.0,-83.54,-48.46,98.5,165.0,3.0,20.1,62.91,62.91,-182.91,1.791,2.999,2.999,0.0,-133.4,60.0,2.999,0.0,36.0,1,1,243,292,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.225,19040,-30.4,-36.95,-115.0,57.0,-85.57,-44.2,112.8,165.0,3.0,15.8,63.1,63.1,-178.1,2.051,2.999,2.999,0.0,-61.4,60.0,2.999,0.0,36.0,1,1,253,292,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.225,19100,-37.2,-40.15,-87.0,34.0,-68.45,-25.72,125.6,165.0,3.0,12.0,60.68,60.68,-147.68,2.283,2.995,2.995,0.0,109.0,60.0,2.995,0.0,36.0,1,1,262,292,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.299,19160,-40.3,-43.1,-72.0,39.0,-62.69,-17.81,135.0,165.0,3.0,9.1,59.32,59.32,-131.32,2.455,2.988,2.988,0.0,153.4,60.0,2.988,0.0,36.0,1,1,269,291,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.369,19220,-42.6,-45.02,-55.0,44.0,-56.74,-10.66,141.8,165.0,3.0,7.0,57.5,57.5,-112.5,2.578,2.972,2.972,0.0,191.1,60.0,2.972,0.0,36.0,1,1,274,291,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.469,19280,-43.6,-45.22,-33.0,49.0,-49.77,-4.14,147.2,165.0,3.0,5.4,54.67,54.67,-87.67,2.676,2.909,2.909,0.0,243.7,60.0,2.909,0.0,36.0,1,1,278,288,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.469,19340,-43.4,-43.4,-10.0,54.0,-44.0,-0.55,149.9,165.0,3.0,4.6,51.63,51.63,-61.63,2.725,2.697,2.697,0.0,279.5,60.0,2.697,0.0,36.0,1,1,280,279,0,1,0,0,0,1,0,0,0,0,3,1,0,7,0,0
1785438424.539,19400,-41.4,-41.4,19.0,32.0,-36.26,4.68,147.2,165.0,-3.0,94.6,46.32,46.32,-27.32,2.676,1.716,1.716,0.0,347.2,24.2,1.844,0.0,36.0,1,1,278,245,0,0,0,0,0,1,0,0,0,0,3,1,0,7,0,0
1785438424.606,19460,-37.9,-36.08,48.0,38.0,-20.04,14.58,137.7,165.0,-3.0,91.7,29.69,29.69,18.31,2.504,-1.231,-1.231,0.0,401.5,60.0,0.022,0.0,36.0,1,1,271,181,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.711,19520,-33.9,-31.15,64.0,43.0,-8.0,21.05,111.4,165.0,-3.0,83.8,12.64,12.64,51.36,2.025,-2.522,-2.522,0.0,363.4,60.0,-2.522,0.0,36.0,1,1,252,101,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.711,19580,-28.1,-24.06,86.0,47.0,11.18,32.04,79.2,165.0,-3.0,74.0,17.45,-17.45,103.45,1.44,-2.957,-2.957,0.0,353.0,60.0,-2.957,0.0,36.0,1,1,230,88,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.784,19640,-21.4,-16.2,104.0,50.0,30.18,42.17,42.1,165.0,-3.0,62.8,41.01,-41.01,145.01,0.766,-2.994,-2.994,0.0,324.9,60.0,-2.994,0.0,36.0,1,1,206,87,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.883,19700,-15.1,-8.89,111.0,56.0,41.0,45.35,4.9,165.0,-3.0,51.5,49.75,-49.75,160.75,0.089,-2.997,-2.997,0.0,254.1,60.0,-2.997,0.0,36.0,1,1,183,87,0,1,0,0,1,1,1,0,0,0,3,1,0,7,0,0
1785438424.884,19760,-5.1,-0.94,119.0,35.0,54.43,50.34,-25.4,165.0,-3.0,42.3,56.66,-56.66,175.66,-0.461,-2.999,-2.999,0.0,213.1,60.0,-2.999,0.0,36.0,1,1,165,87,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438424.952,19820,1.3,6.05,119.0,40.0,60.26,49.28,-54.7,165.0,-3.0,33.4,58.64,-58.64,177.64,-0.995,-2.999,-2.999,0.0,146.4,60.0,-2.999,0.0,36.0,1,1,148,87,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438425.023,19880,7.9,13.0,116.0,44.0,63.86,46.24,-75.8,165.0,-3.0,27.0,59.63,-59.63,175.63,-1.378,-2.999,-2.999,0.0,76.4,60.0,-2.999,0.0,36.0,1,1,136,87,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438425.121,19940,13.0,18.14,105.0,49.0,59.7,37.78,-93.7,165.0,-3.0,21.6,58.47,-58.47,163.47,-1.704,-2.998,-2.998,0.0,-12.2,60.0,-2.998,0.0,36.0,1,1,126,87,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438425.121,20000,17.2,22.15,90.0,55.0,52.84,27.9,-108.1,165.0,-3.0,17.2,56.02,-56.02,146.02,-1.965,-2.994,-2.994,0.0,-83.2,60.0,-2.994,0.0,36.0,1,1,118,87,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438425.190,20060,23.0,25.36,74.0,32.0,46.34,19.07,-120.9,165.0,-3.0,13.4,52.95,-52.95,126.95,-2.198,-2.986,-2.986,0.0,-147.3,60.0,-2.986,0.0,37.0,1,1,111,88,0,1,0,0,1,1,1,0,0,0,2,1,0,7,0,0
1785438425.291,20120,25.2,27.31,57.0,37.0,40.06,11.59,-130.0,165.0,-3.0,10.6,49.12,-49.12,106.12,-2.365,-2.962,-2.962,0.0,-190.8,60.0,-2.962,0.0,37.0,1,1,106,88,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
1785438425.291,20180,27.5,29.51,49.0,41.0,39.01,8.64,-139.2,165.0,-3.0,7.8,48.39,-48.39,97.39,-2.531,-2.942,-2.942,0.0,-177.4,60.0,-2.942,0.0,37.0,1,1,101,89,0,1,0,0,1,1,1,0,0,0,1,1,0,7,0,0
